"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","",""
"MUSIC-PERFORMANCE","Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","Grades","GPA","","","","","","","","","","","","","","","",""
"664
MUS PERF","","","","","","","","","","","","","","","","","","","",""
"","231","009","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","231","025","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","231","083","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Elem/Intermediate Violin","","Course Total","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Elem/Intermediate Viola","233","004","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","235","026","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","235","071","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Elem/Intmed Cello","","Course Total","5","***","","","","","","","","","","","","","","","",""
"Elem/Intmed String Bass","237","066","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Elem/Intmed Guitar","240","011","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Accompanying","242","001","6","3.583","33.3","50.0","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Second Year Composition","248","001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Fundamentals-Percussion","27","001","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Techniques: Violin","331","009","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Techniques: Harp","339","021","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Piano Accompanying Lab","342","001","8","3.938","87.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Third Year Composition","348","027","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Fundamentals-Low Strings","36","001","12","3.750","83.3",".","8.3",".","8.3",".",".",".",".",".",".",".",".",".",".","."
"","401","003","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","401","029","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","401","047","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Piano","","Course Total","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Harpsichord","402","042","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","405","006","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","405","045","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","405","061","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","405","062","8","3.895","87.5",".","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Voice","","Course Total","18","3.846","77.8","11.1","11.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Flute","407","010","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Oboe","409","059","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Clarinet","411","005","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Saxophone","413","050","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Bassoon","415","032","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Horn","417","020","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Trumpet","419","063","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Trombone","421","089","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Euphonium","423","035","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Tuba","425","035","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Percussion","427","033","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","431","009","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","431","025","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","431","083","4","***","","","","","","","","","",".",".",".",".",".",".","."
"April 02, 2013","","","","","","","","","","","","","","","","","","","Page 265 of 396",""
