"","990
090","2","***","","","","","","","","","",".",".",".",".","",".",".","."
"","990
093","1","***","","","","","","","","","",".",".",".",".","",".",".","."
"","990
094","2","***","","","","","","","","","",".",".",".",".","",".",".","."
"Research","Course Total","87","",".",".",".",".",".",".",".","94.3",".",".",".","5.7","",".",".",".","."
"MICROBIO
192","Dept. Total","1222","3.076","28.7","14.2","23.2","9.7","11.0","1.4","1.0","10.3",".",".",".","0.4","",".","0.1","0.1","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"192
MICROBIO","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","25","2.500","8.0",".","24.0","24.0","44.0",".",".",".",".",".",".",".","",".",".",".","."
"Sophomore","","132","2.802","19.7","12.1","21.2","22.0","18.9","3.8","1.5",".",".",".",".",".","",".","0.8",".","."
"Junior","","300","3.005","22.7","18.3","32.3","10.0","13.3","2.7","0.7",".",".",".",".",".","",".",".",".","."
"Senior","","420","3.136","34.3","17.9","26.2","8.3","10.5","0.7","1.9",".",".",".",".",".","",".",".","0.2","."
"Undergraduates","","877","3.009","27.4","16.6","27.5","11.4","13.7","1.8","1.4",".",".",".",".",".","",".","0.1","0.1","."
"Special","","17","2.714","17.6",".","29.4","17.6","29.4",".",".","5.9",".",".",".",".","",".",".",".","."
"Graduate","","251","3.659","35.1","5.6","6.0","1.2",".","0.4",".","49.8",".",".",".","2.0","",".",".",".","."
"Prof Yr 1","","77","3.156","26.0","18.2","28.6","15.6","11.7",".",".",".",".",".",".",".","",".",".",".","."
"Professionals","","77","3.156","26.0","18.2","28.6","15.6","11.7",".",".",".",".",".",".",".","",".",".",".","."
"","Dept. Total","1222","3.076","28.7","14.2","23.2","9.7","11.0","1.4","1.0","10.3",".",".",".","0.4","",".","0.1","0.1","."
