"","","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","","",""
"JEWISH STUDIES","Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","","Grades","GPA","","","","","","","","","","","","","","","",""
"510
JEWISH","","","","","","","","","","","","","","","","","","","","",""
"Represnt-Jew in E Eurpn Cul","229","001","","11","3.700","54.5","27.3",".","9.1",".",".",".","9.1",".",".",".",".",".",".",".","."
"Bascom Course","236","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Biblical Poetry in Translation","237","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Prophets of the Bible","332","001","","14","3.357","35.7","28.6","14.3","14.3","7.1",".",".",".",".",".",".",".",".",".",".","."
"Jewish Lit: Greco-Roman Period","346","001","","8","2.929","25.0","12.5","25.0",".","12.5","12.5",".","12.5",".",".",".",".",".",".",".","."
"Topics-Jewish Civilization","371","001","","15","3.667","53.3","26.7","20.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Jewish Cultural History","377","001","","98","3.495","38.8","33.7","16.3","6.1","2.0","1.0",".","2.0",".",".",".",".",".",".",".","."
"Holocaust Theme-West Drama","410","001","","15","2.929","13.3","40.0","20.0",".",".","20.0",".",".",".",".",".",".",".",".","6.7","."
"E Europe Jews in US,1880-1930s","416","001","","21","3.846","81.0","4.8","4.8","4.8",".",".",".","4.8",".",".",".",".",".",".",".","."
"Jewish Philos:Antiquity-17c","435","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","490","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","490","002","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","490","003","","12","3.681","50.0","25.0","16.7",".",".",".",".","8.3",".",".",".",".",".",".",".","."
"","490","004","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","490","005","","13","3.346","23.1","46.2","15.4","7.7","7.7",".",".",".",".",".",".",".",".",".",".","."
"","490","008","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","490","009","","6","3.000",".","33.3","50.0",".","16.7",".",".",".",".",".",".",".",".",".",".","."
"Topics in Jewish Studies","","Course Total","","39","3.504","41.0","28.2","20.5","2.6","5.1",".",".","2.6",".",".",".",".",".",".",".","."
"Germn-Jewsh Cltr Since 18c","510","001","","6","3.833","66.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Lit-Jewish Identity in Amer","593","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Honors Thesis","682","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","002","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","","Course Total","","5","***","","","","","","","","","","","","","","","",""
