"L&S","","","","","","","","","","","","","","","","","","","","","","","","",""
"EAST ASIAN AREA STUDIES","Section","#","","Ave","A","AB","B","BC","C","D","F","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","",""
"298
E A STDS","","","","","","","","","","","","","","","","","","","","","","","","",""
"Intro to East Asian Civ","222
001","","53","3.009","18.9","28.3","26.4","11.3","7.5","3.8","3.8",".","",".","",".",".","",".","",".","",".",".","."
"E A STDS
298","Dept. Total","","53","3.009","18.9","28.3","26.4","11.3","7.5","3.8","3.8","",".","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","D","F","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","",""
"298
E A STDS","","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","","13","2.885","7.7","23.1","30.8","15.4","23.1",".",".","",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","","19","2.974","26.3","42.1","5.3","5.3","5.3","5.3","10.5","",".","",".",".","",".","",".","",".",".",".","."
"Junior","","","12","3.125","25.0",".","50.0","25.0",".",".",".","",".","",".",".","",".","",".","",".",".",".","."
"Senior","","","9","3.111","11.1","44.4","33.3",".",".","11.1",".","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","53","3.009","18.9","28.3","26.4","11.3","7.5","3.8","3.8","",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","","53","3.009","18.9","28.3","26.4","11.3","7.5","3.8","3.8","",".","",".",".","",".","",".","",".",".",".","."
