"","924
005","","2","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","924
007","","1","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","924
008","","1","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Child Psych Clerk-Mendota","Course Total","","4","***","","","","","","","","","","","","","","","","","","","","","","","",""
"PSYCHIAT
814","Dept. Total","","78","3.799","71.8","16.7","11.5",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","",""
"814
PSYCHIAT","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Prof Yr 1","","","2","3.500","50.0",".","50.0",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 2","","","1","4.000","100.0",".",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 3","","","75","3.804","72.0","17.3","10.7",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Professionals","","","78","3.799","71.8","16.7","11.5",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","","78","3.799","71.8","16.7","11.5",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
