"ZOOLOGY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"970
ZOOLOGY","","","","","","","","","","","","","","","","","","",""
"","101
001","430","2.707","17.0","8.4","31.2","9.8","24.2","7.2","2.3",".",".",".",".",".",".",".",".","."
"","101
002","373","2.680","15.0","10.2","30.6","11.5","20.1","11.5","1.1",".",".",".",".",".",".",".",".","."
"Animal Biology","Course Total","803","2.694","16.1","9.2","30.9","10.6","22.3","9.2","1.7",".",".",".",".",".",".",".",".","."
"","102
001","21","3.476","38.1","28.6","23.8","9.5",".",".",".",".",".",".",".",".",".",".",".","."
"","002
102","29","3.552","48.3","20.7","24.1","6.9",".",".",".",".",".",".",".",".",".",".",".","."
"","003
102","28","3.179","14.3","35.7","32.1","7.1","10.7",".",".",".",".",".",".",".",".",".",".","."
"","102
004","25","3.460","32.0","32.0","32.0","4.0",".",".",".",".",".",".",".",".",".",".",".","."
"","102
005","25","3.580","44.0","40.0","8.0","4.0","4.0",".",".",".",".",".",".",".",".",".",".","."
"","006
102","26","3.481","26.9","46.2","23.1","3.8",".",".",".",".",".",".",".",".",".",".",".","."
"","102
007","28","3.821","78.6","7.1","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","102
008","27","3.222","7.4","40.7","40.7","11.1",".",".",".",".",".",".",".",".",".",".",".","."
"","102
009","26","3.462","34.6","26.9","34.6","3.8",".",".",".",".",".",".",".",".",".",".",".","."
"","102
010","23","3.239","17.4","39.1","30.4",".","13.0",".",".",".",".",".",".",".",".",".",".","."
"","102
011","23","3.565","39.1","34.8","26.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","102
012","28","3.750","82.1","7.1","7.1",".",".",".","3.6",".",".",".",".",".",".",".",".","."
"","102
013","28","3.411","28.6","25.0","46.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"","102
014","24","3.688","45.8","45.8","8.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","102
015","27","3.778","70.4","14.8","14.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","102
016","27","3.370","40.7","29.6","14.8","7.4","3.7",".","3.7",".",".",".",".",".",".",".",".","."
"","017
102","28","3.589","39.3","42.9","14.3","3.6",".",".",".",".",".",".",".",".",".",".",".","."
"","102
018","24","3.083","12.5","20.8","45.8","12.5","8.3",".",".",".",".",".",".",".",".",".",".","."
"","102
019","26","3.558","34.6","46.2","15.4","3.8",".",".",".",".",".",".",".",".",".",".",".","."
"","102
020","29","3.552","51.7","20.7","20.7",".","6.9",".",".",".",".",".",".",".",".",".",".","."
"","102
021","27","3.648","55.6","18.5","25.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"","102
022","25","3.680","48.0","40.0","12.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Animal Biology Laboratory","Course Total","574","3.510","40.9","29.8","23.3","3.5","2.1",".","0.3",".",".",".",".",".",".",".",".","."
"Genetics and Human Affairs","001
133","24","3.130","25.0","20.8","29.2","4.2","12.5","4.2",".","4.2",".",".",".",".",".",".",".","."
"Introductory Biology","151
001","168","2.634","10.1","8.3","38.7","10.1","20.8","10.7","1.2",".",".",".",".",".",".",".",".","."
"","152
001","194","3.366","40.7","11.3","36.1","4.1","7.7",".",".",".",".",".",".",".",".",".",".","."
"","152
002","322","3.043","22.4","10.9","45.3","5.3","12.1","3.4","0.6",".",".",".",".",".",".",".",".","."
"Introductory Biology","Course Total","516","3.165","29.3","11.0","41.9","4.8","10.5","2.1","0.4",".",".",".",".",".",".",".",".","."
"Biology and Society","220
001","26","3.538","53.8","30.8","7.7",".","3.8",".","3.8",".",".",".",".",".",".",".",".","."
"Introductory Ecology","260
001","56","3.036","33.9","7.1","25.0","7.1","23.2","3.6",".",".",".",".",".",".",".",".",".","."
"Introduction to Entomology","302
001","21","2.929","28.6","19.0","14.3","14.3","14.3","4.8","4.8",".",".",".",".",".",".",".",".","."
"Hum/An Relatn:Bio&Phils Iss","335
001","120","2.932","23.3","6.7","37.5","5.0","21.7","3.3","0.8","1.7",".",".",".",".",".",".",".","."
"Parasitology","350
001","98","2.673","17.3","5.1","32.7","7.1","27.6","9.2","1.0",".",".",".",".",".",".",".",".","."
"Parasitology Laboratory","001
351","11","3.182","27.3","9.1","45.5","9.1","9.1",".",".",".",".",".",".",".",".",".",".","."
"","380
001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","380
002","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Honors Proseminar","Course Total","2","***","","","","","","","","","","","","","","","",""
"Evolutionary Biology","410
001","107","2.778","22.4","15.0","22.4","8.4","18.7","7.5","4.7","0.9",".",".",".",".",".",".",".","."
"Midwest Ecol Iss: Case Study","450
001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"General Ecology","460
001","52","2.673","13.5","11.5","28.8","23.1","11.5","5.8","5.8",".",".",".",".",".",".",".",".","."
"General Genetics","466
001","63","2.492","12.7","11.1","22.2","12.7","22.2","12.7","4.8",".",".",".",".",".",".",".","1.6","."
"April 02, 2013","","","","","","","","","","","","","","","","","","Page 316 of 396",""
