"","699
003","2","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"","699
005","4","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"","699
008","2","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"Directed Study","Course Total","9","3.789","55.6",".","22.2",".",".",".",".",".","",".",".","",".","",".","11.1",".",".","11.1"
"AMER IND
140","Dept. Total","174","3.407","38.5","27.6","20.1","2.9","1.7","0.6","2.9","4.6","",".",".","",".","",".","0.6",".",".","0.6"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"140
AMER IND","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","15","3.767","66.7","26.7",".","6.7",".",".",".",".","",".",".","",".","",".",".",".",".","."
"Sophomore","","15","3.143","46.7","13.3","13.3",".","6.7","6.7","6.7","6.7","",".",".","",".","",".",".",".",".","."
"Junior","","32","3.468","40.6","34.4","12.5","6.3",".",".","3.1",".","",".",".","",".","",".",".",".",".","3.1"
"Senior","","106","3.353","31.1","28.3","26.4","1.9","1.9",".","2.8","6.6","",".",".","",".","",".","0.9",".",".","."
"Undergraduates","","168","3.395","37.5","28.0","20.2","3.0","1.8","0.6","3.0","4.8","",".",".","",".","",".","0.6",".",".","0.6"
"Special","","2","3.750","50.0","50.0",".",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"Graduate","","4","3.750","75.0",".","25.0",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"","Dept. Total","174","3.407","38.5","27.6","20.1","2.9","1.7","0.6","2.9","4.6","",".",".","",".","",".","0.6",".",".","0.6"
