"","990
096","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
097","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","990
098","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
099","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Research","Course Total","109","",".",".",".",".",".",".",".","95.4",".",".",".","4.6",".",".",".","."
"PHYSICS
754","Dept. Total","2748","2.982","20.2","18.1","25.1","15.0","13.6","2.7","0.8","3.9",".",".",".","0.2","0.1","0.3","0.0","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"754
PHYSICS","","","","","","","","","","","","","","","","","","",""
"Freshmen","","261","2.861","13.0","16.9","33.0","17.6","12.6","4.2","1.1","0.4",".",".",".",".",".","0.8",".","0.4"
"Sophomore","","705","2.986","18.6","19.9","26.8","16.5","15.7","1.4","0.9",".",".",".",".",".",".","0.1",".","0.1"
"Junior","","829","2.917","17.6","17.6","26.8","16.8","16.5","3.5","0.8","0.1",".",".",".",".","0.1","0.1",".","."
"Senior","","631","2.963","22.3","19.5","22.8","16.0","14.1","3.8","0.8","0.2",".",".",".",".",".","0.3","0.2","."
"Undergraduates","","2426","2.943","18.6","18.7","26.4","16.6","15.3","3.1","0.9","0.1",".",".",".",".","0.0","0.2","0.0","0.1"
"Special","","39","3.168","17.9","28.2","30.8","15.4","5.1",".",".",".",".",".",".",".",".",".","2.6","."
"Graduate","","286","3.656","34.6","11.9","12.9","1.0","0.3",".",".","36.7",".",".",".","1.7","0.3","0.3",".","."
"","Dept. Total","2751","2.982","20.3","18.1","25.1","14.9","13.6","2.7","0.8","3.9",".",".",".","0.2","0.1","0.3","0.1","0.1"
