"","990
021","1","***","","","","","","","","","","",".",".",".",".","",".",".","."
"","990
022","1","***","","","","","","","","","","",".",".",".",".","",".",".","."
"Research","Course Total","16","",".",".",".",".",".",".","",".","25.0",".",".",".","75.0","",".",".",".","."
"Special Problems","999
022","1","***","","","","","","","","","","",".",".",".",".","",".",".","."
"BSE
112","Dept. Total","164","3.166","22.6","17.7","19.5","15.2","11.0","0.6","",".","3.0",".",".",".","7.3","",".","3.0",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S","U","CR","N","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"112
BSE","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","2","3.500","50.0",".","50.0",".",".",".","",".",".",".",".",".",".","",".",".",".","."
"Sophomore","","3","3.000",".","66.7",".",".","33.3",".","",".",".",".",".",".",".","",".",".",".","."
"Junior","","33","3.219","30.3","30.3","18.2","18.2","3.0",".","",".",".",".",".",".",".","",".",".",".","."
"Senior","","91","3.053","15.4","13.2","27.5","20.9","16.5","1.1","",".","1.1",".",".",".",".","",".","4.4",".","."
"Undergraduates","","129","3.099","19.4","18.6","24.8","19.4","13.2","0.8","",".","0.8",".",".",".",".","",".","3.1",".","."
"Special","","2","",".",".",".",".",".",".","",".",".",".",".",".","50.0","",".","50.0",".","."
"Graduate","","33","3.688","36.4","15.2",".",".","3.0",".","",".","12.1",".",".",".","33.3","",".",".",".","."
"","Dept. Total","164","3.166","22.6","17.7","19.5","15.2","11.0","0.6","",".","3.0",".",".",".","7.3","",".","3.0",".","."
