"MED","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ONCOLOGY","Section","#","Ave","A","AB","B","BC","C","","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"700
ONCOLOGY","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ONCOLOGY
700","Dept. Total","216","3.613","16.7","10.2","5.6",".","",".","",".","",".","67.1","",".",".","",".","",".","",".","0.5",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"700
ONCOLOGY","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Junior","","4","4.000","100.0",".",".",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Senior","","11","3.964","90.9","9.1",".",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","15","3.977","93.3","6.7",".",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Special","","7","3.850","57.1","14.3",".",".","",".","",".","",".","28.6","",".",".","",".","",".","",".",".",".","."
"Graduate","","190","3.514","8.9","10.5","6.3",".","",".","",".","",".","73.7","",".",".","",".","",".","",".","0.5",".","."
"Prof Yr 3","","4","4.000","25.0",".",".",".","",".","",".","",".","75.0","",".",".","",".","",".","",".",".",".","."
"Professionals","","4","4.000","25.0",".",".",".","",".","",".","",".","75.0","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","216","3.613","16.7","10.2","5.6",".","",".","",".","",".","67.1","",".",".","",".","",".","",".","0.5",".","."
