"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","",""
"HEC","","","","","","","","","","","","","","","","","","","",""
"HEC","College Total","3014","3.443","42.2","23.0","18.9","6.6","3.4","1.0","0.6","3.4","",".","0.6",".","0.2","0.0","0.1",".","."
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","I","NW","NR","Other"
"HEC","","Grades","GPA","","","","","","","","","","","","","","","","",""
"Freshmen","","124","3.077","25.0","18.5","29.8","12.9","8.9","3.2","1.6",".","",".",".",".",".",".",".",".","."
"Sophomore","","361","3.266","31.9","25.5","22.4","10.5","7.2","1.4","0.8",".","",".","0.3",".",".",".",".",".","."
"Junior","","844","3.414","40.0","24.6","20.7","8.4","3.8","0.8","0.5","0.7","",".","0.4",".",".",".",".",".","."
"Senior","","1522","3.504","45.6","23.4","18.1","4.8","2.0","0.9","0.5","3.5","",".","1.0",".",".","0.1","0.1",".","."
"Undergraduates","","2851","3.426","41.3","23.8","19.9","6.9","3.5","1.1","0.6","2.1","",".","0.7",".",".","0.0","0.0",".","."
"Special","","12","4.000","75.0",".",".",".",".",".",".","25.0","",".",".",".",".",".",".",".","."
"Graduate","","142","3.909","57.0","7.0","2.1",".","0.7",".",".","28.2","",".",".",".","4.2",".","0.7",".","."
"Prof Yr 1","","2","3.625","50.0","50.0",".",".",".",".",".",".","",".",".",".",".",".",".",".","."
"Prof Yr 2","","1","4.000","100.0",".",".",".",".",".",".",".","",".",".",".",".",".",".",".","."
"Prof Yr 3","","6","3.750","50.0","50.0",".",".",".",".",".",".","",".",".",".",".",".",".",".","."
"Professionals","","9","3.739","55.6","44.4",".",".",".",".",".",".","",".",".",".",".",".",".",".","."
"","College Total","3014","3.443","42.2","23.0","18.9","6.6","3.4","1.0","0.6","3.4","",".","0.6",".","0.2","0.0","0.1",".","."
