"ALS","","","","","","","","","","","","","","","","","","","",""
"LIFE SCIENCES COMMUNICATIO Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","",""
"120
L SC COM","","","","","","","","","","","","","","","","","","","",""
"L SC COM
Dept. Total
120","503","3.661","58.6","18.3","9.1","1.2","1.2","1.0","0.8","8.7","0.2",".","",".","",".","0.6",".","0.2","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","",""
"120
L SC COM","","","","","","","","","","","","","","","","","","","",""
"Freshmen","72","3.522","54.2","26.4","9.7","4.2",".",".","4.2",".",".",".","",".","",".","1.4",".",".","."
"Sophomore","36","3.860","80.6","11.1","8.3",".",".",".",".",".",".",".","",".","",".",".",".",".","."
"Junior","95","3.635","64.2","15.8","14.7",".","4.2","1.1",".",".",".",".","",".","",".",".",".",".","."
"Senior","211","3.626","58.8","24.6","10.4","1.4","0.9","1.9","0.5","0.9",".",".","",".","",".","0.5",".",".","."
"Undergraduates","414","3.631","61.1","21.7","11.1","1.4","1.4","1.2","1.0","0.5",".",".","",".","",".","0.5",".",".","."
"Special","3","4.000","100.0",".",".",".",".",".",".",".",".",".","",".","",".",".",".",".","."
"Graduate","86","3.971","45.3","2.3",".",".",".",".",".","48.8","1.2",".","",".","",".","1.2",".","1.2","."
"Dept. Total","503","3.661","58.6","18.3","9.1","1.2","1.2","1.0","0.8","8.7","0.2",".","",".","",".","0.6",".","0.2","."
