"L&S","","","","","","","","","","","","","","","","","","","","",""
"AFRO-AMERICAN STUDIES","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"106
AFROAMER","","","","","","","","","","","","","","","","","","","","",""
"AFROAMER
106","Dept. Total","904","3.344","35.6","24.8","19.6","7.4","5.8","1.2","0.6","4.3","",".",".","",".","0.1","0.1",".","0.6","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"106
AFROAMER","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","103","2.974","21.4","27.2","20.4","9.7","14.6","4.9","1.0",".","",".",".","",".",".",".",".","1.0","."
"Sophomore","","174","3.234","31.0","26.4","24.1","8.0","6.3","2.3","1.1",".","",".",".","",".",".",".",".","0.6","."
"Junior","","167","3.355","40.1","24.6","19.2","8.4","5.4","1.2","0.6",".","",".",".","",".","0.6",".",".",".","."
"Senior","","418","3.434","36.4","25.1","19.1","6.9","4.1",".","0.2","7.4","",".",".","",".",".",".",".","0.7","."
"Undergraduates","","862","3.323","34.2","25.5","20.3","7.8","6.0","1.3","0.6","3.6","",".",".","",".","0.1",".",".","0.6","."
"Special","","6","3.500","16.7","16.7","16.7",".",".",".",".","50.0","",".",".","",".",".",".",".",".","."
"Graduate","","36","3.917","72.2","8.3","2.8",".",".",".",".","13.9","",".",".","",".",".","2.8",".",".","."
"","Dept. Total","904","3.344","35.6","24.8","19.6","7.4","5.8","1.2","0.6","4.3","",".",".","",".","0.1","0.1",".","0.6","."
