"ART DEPARTMENT","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"168
ART","","","","","","","","","","","","","","","","","","","",""
"736
Grad Graphics Workshop I","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"826
Grad Intaglio Printmakng II","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"836
Grad Graphics Workshop II","001","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"908","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"908","002","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"908","003","","7","3.929","85.7","14.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"908","004","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Seminar-Art","Course Total","","15","3.767","86.7","6.7",".",".",".","6.7",".",".",".",".",".",".",".",".",".","."
"912","002","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"912","021","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Adv Research-Drawing","Course Total","","4","***","","","","","","","","","","","","","","","",""
"914","009","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"914","020","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"914","077","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Research-Sculpture","Course Total","","11","3.933","90.9","9.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"922","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"922","005","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"922","007","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"922","021","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"922","024","","6","3.900","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"922","045","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"922","076","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"922","090","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Research-Painting","Course Total","","27","3.977","96.3","3.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"924","003","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"924","013","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Research-Ceramics","Course Total","","4","***","","","","","","","","","","","","","","","",""
"944
Adv Research-Art Metal","031","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"996","006","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"996","007","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"996","011","","11","3.929","90.9","9.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"996","050","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"996","067","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"996","071","","13","4.000","92.3",".",".",".",".",".",".",".",".",".",".","7.7",".",".",".","."
"Advanced Research-Graphics","Course Total","","35","3.963","91.4","5.7",".",".",".",".",".",".",".",".",".","2.9",".",".",".","."
"999","002","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"999","003","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"999","005","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"999","006","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"999","007","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"999","008","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"999","009","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"999","011","","9","3.972","88.9","11.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"999","012","","3","***","","","","","","","","","",".",".",".",".",".",".","."
