"MATHEMATICS","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"600
MATH","","","","","","","","","","","","","","","","","","",""
"","101
001","19","2.737","26.3","10.5","21.1","10.5","15.8","10.5","5.3",".",".",".",".",".",".",".",".","."
"","101
002","23","2.717","39.1","8.7","8.7","13.0","8.7","8.7","13.0",".",".",".",".",".",".",".",".","."
"","003
101","18","2.583","22.2","5.6","27.8","11.1","16.7","5.6","11.1",".",".",".",".",".",".",".",".","."
"","101
004","22","2.659","22.7","13.6","18.2","18.2","9.1","9.1","9.1",".",".",".",".",".",".",".",".","."
"","101
005","21","2.619","28.6","9.5","14.3","9.5","19.0","9.5","9.5",".",".",".",".",".",".",".",".","."
"","101
006","18","2.417","11.1","11.1","16.7","27.8","16.7","5.6","11.1",".",".",".",".",".",".",".",".","."
"","101
007","11","2.864","36.4","18.2","9.1","9.1","9.1","9.1","9.1",".",".",".",".",".",".",".",".","."
"Intermediate Algebra","Course Total","132","2.648","26.5","10.6","16.7","14.4","13.6","8.3","9.8",".",".",".",".",".",".",".",".","."
"","112
001","10","3.000","20.0","40.0","10.0",".","20.0","10.0",".",".",".",".",".",".",".",".",".","."
"","112
002","17","2.912","23.5","11.8","29.4","5.9","23.5","5.9",".",".",".",".",".",".",".",".",".","."
"","112
003","17","2.412","17.6","5.9","23.5","5.9","23.5","17.6","5.9",".",".",".",".",".",".",".",".","."
"","005
112","18","2.583","22.2",".","27.8","5.6","33.3","5.6","5.6",".",".",".",".",".",".",".",".","."
"","112
008","17","2.176","17.6","11.8","5.9","11.8","29.4",".","23.5",".",".",".",".",".",".",".",".","."
"","112
009","17","2.412","23.5",".","17.6",".","47.1",".","11.8",".",".",".",".",".",".",".",".","."
"","112
011","18","2.306","11.1","11.1","16.7","5.6","38.9","5.6","11.1",".",".",".",".",".",".",".",".","."
"","112
012","20","2.075",".","5.0","20.0","10.0","45.0","15.0","5.0",".",".",".",".",".",".",".",".","."
"","112
014","12","2.727","16.7","16.7","25.0",".","25.0",".","8.3","8.3",".",".",".",".",".",".",".","."
"","112
015","18","2.583","16.7","5.6","16.7","22.2","33.3",".","5.6",".",".",".",".",".",".",".",".","."
"","017
112","16","2.000","6.3","6.3","12.5","6.3","37.5","25.0","6.3",".",".",".",".",".",".",".",".","."
"","020
112","16","1.969",".","18.8","12.5",".","43.8","6.3","18.8",".",".",".",".",".",".",".",".","."
"Algebra","Course Total","196","2.400","14.3","9.7","18.4","6.6","34.2","7.7","8.7","0.5",".",".",".",".",".",".",".","."
"","113
001","15","1.467","13.3",".","6.7","13.3","13.3","13.3","40.0",".",".",".",".",".",".",".",".","."
"","113
002","10","1.611",".",".","10.0","10.0","40.0","10.0","20.0","10.0",".",".",".",".",".",".",".","."
"","113
004","18","2.778","5.6","16.7","38.9","16.7","16.7","5.6",".",".",".",".",".",".",".",".",".","."
"","113
005","13","2.615","15.4","15.4","15.4","30.8","7.7","7.7","7.7",".",".",".",".",".",".",".",".","."
"","113
008","17","2.559","29.4","23.5","5.9","5.9","5.9","11.8","17.6",".",".",".",".",".",".",".",".","."
"","113
009","16","2.469",".","12.5","18.8","18.8","50.0",".",".",".",".",".",".",".",".",".",".","."
"","113
012","16","3.000","18.8","18.8","25.0","18.8","18.8",".",".",".",".",".",".",".",".",".",".","."
"","113
013","16","2.844","18.8","6.3","43.8","12.5","12.5",".","6.3",".",".",".",".",".",".",".",".","."
"","016
113","14","2.536","14.3","21.4","28.6",".","7.1","21.4","7.1",".",".",".",".",".",".",".",".","."
"","113
017","17","2.559","17.6","5.9","23.5","23.5","17.6",".","11.8",".",".",".",".",".",".",".",".","."
"","113
020","6","3.667","66.7","16.7",".","16.7",".",".",".",".",".",".",".",".",".",".",".","."
"","021
113","11","2.682","18.2","36.4","9.1","9.1",".","18.2","9.1",".",".",".",".",".",".",".",".","."
"","024
113","11","1.636",".","9.1","18.2","9.1","18.2","18.2","27.3",".",".",".",".",".",".",".",".","."
"","113
025","16","2.531","18.8","12.5","18.8","6.3","25.0","12.5","6.3",".",".",".",".",".",".",".",".","."
"","113
027","12","2.792","41.7","16.7",".","8.3","8.3","16.7","8.3",".",".",".",".",".",".",".",".","."
"","028
113","15","3.000","33.3","33.3",".","20.0",".",".","13.3",".",".",".",".",".",".",".",".","."
"Trigonometry","Course Total","223","2.543","17.9","15.2","17.9","13.9","15.7","8.1","10.8","0.4",".",".",".",".",".",".",".","."
"Algebra and Trigonometry","001
114","64","2.429","17.2","6.3","18.8","12.5","25.0","10.9","7.8","1.6",".",".",".",".",".",".",".","."
"","001
130","26","3.885","92.3",".","3.8",".","3.8",".",".",".",".",".",".",".",".",".",".","."
"","002
130","23","3.217","26.1","30.4","21.7","13.0","4.3","4.3",".",".",".",".",".",".",".",".",".","."
"","130
003","25","3.340","20.0","40.0","28.0","12.0",".",".",".",".",".",".",".",".",".",".",".","."
"","130
004","20","3.250","10.0","50.0","25.0","10.0","5.0",".",".",".",".",".",".",".",".",".",".","."
"Arithmetical Problm Solving","Course Total","94","3.441","39.4","28.7","19.1","8.5","3.2","1.1",".",".",".",".",".",".",".",".",".","."
"","131
001","16","2.719","18.8","12.5","18.8","18.8","18.8","12.5",".",".",".",".",".",".",".",".",".","."
"April 02, 2013","","","","","","","","","","","","","","","","","","Page 249 of 396",""
