"GENERAL BUSINESS","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"231
GEN BUS","","","","","","","","","","","","","","","","","","",""
"Directed Study","198
201","11","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","300
001","25","3.645","40.0","52.0","4.0","4.0",".",".",".",".",".",".",".",".",".",".",".","."
"","300
002","25","3.724","48.0","44.0","4.0",".",".",".",".",".",".",".",".",".","4.0",".",".","."
"","300
003","24","3.818","70.8","20.8","8.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","300
004","25","3.840","68.0","32.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","300
005","25","3.700","48.0","44.0","8.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","006
300","27","3.762","51.9","48.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","300
008","25","3.705","44.0","52.0","4.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","009
300","26","3.635","42.3","42.3","15.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"","011
300","24","3.774","54.2","45.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","300
012","27","3.729","63.0","18.5","18.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","300
013","28","3.875","75.0","25.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","014
300","27","3.946","88.9","11.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Professional Communication","Course Total","308","3.764","58.1","36.0","5.2","0.3",".",".",".",".",".",".",".",".","0.3",".",".","."
"","301
001","262","2.985","21.0","13.7","30.5","8.4","25.2",".",".","1.1",".",".",".",".",".",".",".","."
"","301
002","135","2.974","17.0","14.8","33.3","15.6","19.3",".",".",".",".",".",".",".",".",".",".","."
"Business Law","Course Total","397","2.981","19.6","14.1","31.5","10.8","23.2",".",".","0.8",".",".",".",".",".",".",".","."
"","302
001","21","3.100","23.8","19.0","19.0","19.0","14.3",".",".","4.8",".",".",".",".",".",".",".","."
"","302
002","26","3.404","38.5","23.1","23.1","11.5","3.8",".",".",".",".",".",".",".",".",".",".","."
"Bus Orgs&Negotiable Instrumnts","Course Total","47","3.272","31.9","21.3","21.3","14.9","8.5",".",".","2.1",".",".",".",".",".",".",".","."
"","001
303","67","3.224","34.3","13.4","37.3","1.5","9.0","4.5",".",".",".",".",".",".",".",".",".","."
"","303
002","64","3.180","28.1","15.6","35.9","7.8","10.9","1.6",".",".",".",".",".",".",".",".",".","."
"Business Statistics","Course Total","131","3.202","31.3","14.5","36.6","4.6","9.9","3.1",".",".",".",".",".",".",".",".",".","."
"","304
001","50","3.490","34.0","38.0","20.0","2.0","4.0",".",".","2.0",".",".",".",".",".",".",".","."
"","304
002","41","3.524","56.1","14.6","22.0","2.4","2.4",".","2.4",".",".",".",".",".",".",".",".","."
"Intermediate Bus Statistics","Course Total","91","3.506","44.0","27.5","20.9","2.2","3.3",".","1.1","1.1",".",".",".",".",".",".",".","."
"","365
001","6","3.833","66.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","365
002","26","3.271","15.4","42.3","26.9",".","3.8","3.8",".","7.7",".",".",".",".",".",".",".","."
"Contemporary Topics","Course Total","32","3.383","25.0","40.6","21.9",".","3.1","3.1",".","6.3",".",".",".",".",".",".",".","."
"","399
026","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","399
138","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","399
201","14","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","399
203","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","399
221","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Rdg & Rsch-Business Rsch","Course Total","18","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prof Experience in Business","450
001","12","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","700
001","15","3.867","73.3","26.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","700
002","12","3.833","66.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","700
003","14","3.857","71.4","28.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","700
004","15","3.800","60.0","40.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Managerial Communication","Course Total","56","3.839","67.9","32.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","701
001","43","3.860","72.1","27.9",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","701
002","17","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Managing Legal Environment","Course Total","60","3.900","80.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
