"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"ALS","","","","","","","","","","","","","","","","","","",""
"ALS","College Total","9873","3.170","32.4","15.7","18.8","8.4","9.0","2.2","1.1","10.0","0.1","1.0",".","1.1","0.1","0.1","0.1","."
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"ALS","","Grades","GPA","","","","","","","","","","","","","","","",""
"Freshmen","","906","2.942","24.0","17.3","22.8","12.7","15.0","3.6","2.1",".",".","2.3",".",".","0.1",".",".","."
"Sophomore","","1266","3.111","31.4","18.0","21.0","11.5","11.6","2.8","1.0","0.1",".","2.5",".",".",".","0.1",".","."
"Junior","","1941","3.080","30.8","16.5","24.1","10.8","12.9","2.9","1.1","0.3","0.1","0.5",".",".","0.1",".",".","."
"Senior","","3306","3.171","35.8","17.5","20.5","9.5","10.1","2.5","1.5","1.5","0.0","0.5",".",".","0.2","0.2","0.1","."
"Undergraduates","","7419","3.107","32.3","17.3","21.8","10.6","11.7","2.8","1.4","0.7","0.0","1.1",".",".","0.1","0.1","0.1","."
"Special","","149","3.266","39.6","11.4","18.1","4.7","5.4","2.0","1.3","14.1",".",".",".","0.7","0.7","1.3","0.7","."
"Graduate","","2221","3.651","32.7","10.4","8.3","1.2","0.3","0.1",".","40.7","0.1","0.9",".","4.8","0.2",".","0.3","."
"Prof Yr 1","","80","3.174","27.5","17.5","27.5","15.0","11.3",".",".","1.3",".",".",".",".",".",".",".","."
"Prof Yr 2","","1","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 3","","12","3.900","66.7",".","8.3",".",".",".",".","16.7",".",".",".","8.3",".",".",".","."
"Prof Yr 4","","1","3.500",".","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Professionals","","94","3.236","33.0","16.0","24.5","12.8","9.6",".",".","3.2",".",".",".","1.1",".",".",".","."
"","College Total","9883","3.170","32.5","15.7","18.8","8.4","9.0","2.2","1.1","10.0","0.1","1.0",".","1.1","0.1","0.1","0.1","."
