"","765
002","5","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"","765
003","5","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"","004
765","12","3.727","58.3","16.7","16.7",".",".",".",".","8.3",".","",".",".","",".","",".",".",".","."
"Contemporary Topics","Course Total","24","3.842","70.8","8.3","8.3",".",".",".",".","12.5","",".",".","",".","",".",".",".",".","."
"GEN BUS
231","Dept. Total","1344","3.408","42.6","22.9","17.9","4.9","8.5","0.4","0.1","0.7","",".","1.7","",".","",".","0.1","0.1",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"231
GEN BUS","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","4","3.500",".","25.0",".",".",".",".",".",".","",".","75.0","",".","",".",".",".",".","."
"Sophomore","","8","3.250",".","12.5","12.5",".",".",".",".",".","",".","75.0","",".","",".",".",".",".","."
"Junior","","369","3.444","43.9","23.6","19.5","3.8","6.8","1.1","0.3",".","",".","1.1","",".","",".",".",".",".","."
"Senior","","658","3.268","32.8","21.7","22.6","6.8","13.2","0.2",".","0.9","",".","1.5","",".","",".","0.2",".",".","."
"Undergraduates","","1039","3.333","36.4","22.3","21.4","5.7","10.8","0.5","0.1","0.6","",".","2.2","",".","",".","0.1",".",".","."
"Special","","21","3.557","47.6","33.3","9.5",".","4.8",".",".","4.8","",".",".","",".","",".",".",".",".","."
"Graduate","","281","3.776","65.1","24.2","5.7","2.5","0.4",".",".","1.1","",".",".","",".","",".","0.4","0.7",".","."
"Prof Yr 2","","1","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"Prof Yr 3","","2","3.300",".","50.0","50.0",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"Professionals","","3","3.500","33.3","33.3","33.3",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"","Dept. Total","1344","3.408","42.6","22.9","17.9","4.9","8.5","0.4","0.1","0.7","",".","1.7","",".","",".","0.1","0.1",".","."
