"ENGLISH","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"350
ENGLISH","","","","","","","","","","","","","","","","","","",""
"","100
001","15","3.133","33.3","26.7","20.0",".","13.3",".","6.7",".",".",".",".",".",".",".",".","."
"","002
100","14","3.357","14.3","50.0","28.6","7.1",".",".",".",".",".",".",".",".",".",".",".","."
"","003
100","15","3.233","13.3","53.3","20.0","6.7",".","6.7",".",".",".",".",".",".",".",".",".","."
"","100
004","18","3.083","16.7","33.3","33.3","5.6","5.6",".","5.6",".",".",".",".",".",".",".",".","."
"","100
005","18","3.028","11.1","27.8","27.8","22.2","11.1",".",".",".",".",".",".",".",".",".",".","."
"","100
006","19","3.263","10.5","31.6","57.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"","007
100","17","3.529","35.3","35.3","29.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
010","19","3.842","68.4","31.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","011
100","18","3.361","33.3","33.3","22.2","5.6",".","5.6",".",".",".",".",".",".",".",".",".","."
"","012
100","19","3.579","26.3","63.2","10.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
013","19","3.053","10.5","26.3","31.6","26.3","5.3",".",".",".",".",".",".",".",".",".",".","."
"","100
014","20","3.575","50.0","25.0","15.0","10.0",".",".",".",".",".",".",".",".",".",".",".","."
"","100
015","19","3.579","36.8","42.1","21.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","016
100","19","3.842","78.9","10.5","10.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
017","19","3.289","47.4","21.1","5.3","15.8","5.3",".","5.3",".",".",".",".",".",".",".",".","."
"","018
100","19","3.132","21.1","52.6","5.3","5.3","5.3","5.3","5.3",".",".",".",".",".",".",".",".","."
"","100
019","18","3.667","44.4","44.4","11.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
020","17","3.353","29.4","23.5","35.3","11.8",".",".",".",".",".",".",".",".",".",".",".","."
"","100
022","18","3.250","5.6","38.9","55.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"","024
100","16","3.625","56.3","25.0","12.5",".","6.3",".",".",".",".",".",".",".",".",".",".","."
"","100
025","19","3.737","68.4","15.8","10.5","5.3",".",".",".",".",".",".",".",".",".",".",".","."
"","026
100","19","3.421","26.3","36.8","31.6","5.3",".",".",".",".",".",".",".",".",".",".",".","."
"","100
027","15","3.133","20.0","20.0","33.3","20.0","6.7",".",".",".",".",".",".",".",".",".",".","."
"","100
028","19","3.579","36.8","42.1","21.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
029","17","3.412","29.4","29.4","35.3","5.9",".",".",".",".",".",".",".",".",".",".",".","."
"","100
030","20","3.600","45.0","30.0","25.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
031","19","3.579","47.4","36.8","5.3","5.3","5.3",".",".",".",".",".",".",".",".",".",".","."
"","032
100","19","2.921","52.6","5.3","10.5","10.5",".","5.3","15.8",".",".",".",".",".",".",".",".","."
"","100
033","17","3.382","29.4","29.4","29.4","11.8",".",".",".",".",".",".",".",".",".",".",".","."
"","100
035","19","3.474","31.6","36.8","26.3","5.3",".",".",".",".",".",".",".",".",".",".",".","."
"","036
100","19","2.842","26.3","5.3","36.8","15.8","5.3",".","10.5",".",".",".",".",".",".",".",".","."
"","100
037","18","3.139","27.8","16.7","27.8","11.1","16.7",".",".",".",".",".",".",".",".",".",".","."
"","100
038","19","3.079","21.1","31.6","21.1","15.8","5.3",".","5.3",".",".",".",".",".",".",".",".","."
"","040
100","15","3.300","33.3","40.0","13.3","6.7",".",".","6.7",".",".",".",".",".",".",".",".","."
"","041
100","14","2.821","14.3","21.4","35.7","14.3",".","7.1","7.1",".",".",".",".",".",".",".",".","."
"","100
042","14","3.179","21.4","21.4","35.7","14.3","7.1",".",".",".",".",".",".",".",".",".",".","."
"","043
100","17","3.471","35.3","23.5","41.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
044","18","3.417","27.8","38.9","22.2","11.1",".",".",".",".",".",".",".",".",".",".",".","."
"","100
045","19","3.605","73.7","5.3",".","10.5","10.5",".",".",".",".",".",".",".",".",".",".","."
"","100
046","19","3.579","47.4","36.8","5.3","5.3","5.3",".",".",".",".",".",".",".",".",".",".","."
"","100
047","19","3.658","52.6","31.6","10.5","5.3",".",".",".",".",".",".",".",".",".",".",".","."
"","100
049","19","3.526","31.6","42.1","26.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Freshman Composition","Course Total","749","3.381","35.0","30.7","22.4","6.9","2.7","0.7","1.6",".",".",".",".",".",".",".",".","."
"","110
001","12","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","110
002","15","",".",".",".",".",".",".",".",".",".","93.3","6.7",".",".",".",".","."
"Intensv English as 2nd Lang","Course Total","27","",".",".",".",".",".",".",".",".",".","96.3","3.7",".",".",".",".","."
