"","991
058","1","***","","","","","","","","","",".",".",".",".","",".",".","."
"","991
059","2","***","","","","","","","","","",".",".",".",".","",".",".","."
"Research Nutrition","Course Total","37","",".",".",".",".",".",".",".","86.5",".",".",".","13.5","",".",".",".","."
"Independent Study-Nutrition","993
044","1","***","","","","","","","","","",".",".",".",".","",".",".","."
"NUTR SCI
694","Dept. Total","1348","2.858","18.0","14.3","24.3","11.7","19.7","3.6","1.1","6.8",".",".",".","0.4","",".","0.1",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"694
NUTR SCI","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","320","2.672","10.3","11.6","30.0","15.9","25.9","3.8","2.5",".",".",".",".",".","",".",".",".","."
"Sophomore","","345","2.861","14.5","18.8","26.1","14.5","22.3","2.3","1.2","0.3",".",".",".",".","",".",".",".","."
"Junior","","231","2.866","22.9","10.0","27.7","7.8","25.1","5.6",".","0.9",".",".",".",".","",".",".",".","."
"Senior","","297","2.956","23.2","17.5","20.2","11.4","15.8","5.1","1.0","5.1",".",".",".",".","",".","0.7",".","."
"Undergraduates","","1193","2.832","17.2","14.8","26.0","12.8","22.2","4.0","1.3","1.5",".",".",".",".","",".","0.2",".","."
"Special","","9","3.775","55.6","33.3",".",".",".",".",".","11.1",".",".",".",".","",".",".",".","."
"Graduate","","142","3.460","19.7","9.2","12.7","3.5",".",".",".","51.4",".",".",".","3.5","",".",".",".","."
"Prof Yr 1","","1","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".","",".",".",".","."
"Prof Yr 3","","3","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".","",".",".",".","."
"Professionals","","4","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".","",".",".",".","."
"","Dept. Total","1348","2.858","18.0","14.3","24.3","11.7","19.7","3.6","1.1","6.8",".",".",".","0.4","",".","0.1",".","."
