"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","","","","","","",""
"MEDIEVAL STUDIES","Section","#","","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","",""
"633
MEDIEVAL","","","","","","","","","","","","","","","","","","","","","","","","",""
"Intro-Byzantine History&Civ","313
001","","6","3.261",".","50.0","50.0",".",".",".",".","",".",".","",".",".","",".","",".","",".",".","."
"Latin Paleography","316
001","","3","***","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Social&Intel Hist 1200-1450","318
001","","9","3.470","33.3","33.3","22.2","11.1",".",".",".","",".",".","",".",".","",".","",".","",".",".","."
"Ancient & Medieval Science","322
001","","7","3.071",".","42.9","28.6","28.6",".",".",".","",".",".","",".",".","",".","",".","",".",".","."
"Chaucer's Canterbury Tales","367
001","","3","***","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Bible in the Middle Ages","368
001","","3","***","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Women in Medieval Society","416
001","","2","***","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"The Vikings","001
430","","49","3.170","12.2","34.7","30.6","14.3","2.0","2.0",".","","4.1",".","",".",".","",".","",".","",".",".","."
"Byzantine Med & Pharmacy","562
001","","3","***","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"MEDIEVAL
633","Dept. Total","","85","3.223","16.5","31.8","30.6","12.9","2.4","1.2","",".","3.5","",".",".","",".","",".","",".","1.2",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","",""
"633
MEDIEVAL","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","","3","3.182","33.3",".","33.3","33.3",".",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Junior","","","27","3.178","14.8","29.6","37.0","14.8","3.7",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Senior","","","48","3.179","8.3","39.6","31.3","12.5","2.1","2.1","",".","4.2","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","78","3.179","11.5","34.6","33.3","14.1","2.6","1.3","",".","2.6","",".",".","",".","",".","",".",".",".","."
"Special","","","4","4.000","75.0",".",".",".",".",".","",".","25.0","",".",".","",".","",".","",".",".",".","."
"Graduate","","","3","4.000","66.7",".",".",".",".",".","",".",".","",".",".","",".","",".","",".","33.3",".","."
"","Dept. Total","","85","3.223","16.5","31.8","30.6","12.9","2.4","1.2","",".","3.5","",".",".","",".","",".","",".","1.2",".","."
