"ELECTRICAL AND COMPUTER E Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"320
E C E","","","","","","","","","","","","","","","","","","","",""
"554
Digital Engineering Lab","001","","19","3.684","47.4","42.1","10.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"555
Digital Circuits&Components","001","","56","3.259","30.4","21.4","26.8","16.1","3.6","1.8",".",".",".",".",".",".",".",".",".","."
"561
Charged Particl Acceleratrs","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"577
Automatic Controls Lab","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"602
Spec Topics-Elec&Comptr Eng","001","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"641
Intro-Error-Correctng Codes","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"699","006","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","013","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","014","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","016","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","018","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","021","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","026","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","033","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","035","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","036","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","039","","33","3.728","63.6","24.2","9.1",".",".",".",".","3.0",".",".",".",".",".",".",".","."
"699","044","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","045","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","054","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","056","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","062","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Independent Study","Course Total","","59","3.829","76.3","13.6","5.1",".",".",".",".","5.1",".",".",".",".",".",".",".","."
"702
Grad Cooperative Educ Program","001","","7","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"711","001","","12","3.542","33.3","41.7","25.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"711","003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"711","004","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Dynamcs& Control-AC Drives","Course Total","","15","3.533","33.3","40.0","26.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"724
Waves&Instabilities-Plasmas","001","","6","3.750","50.0","50.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"729
Thry-Info Proc&Transmission","001","","19","3.472","42.1","15.8","26.3","10.5",".",".",".","5.3",".",".",".",".",".",".",".","."
"733
Comput Meths-Lg Sparse Sys","001","","16","3.633","43.8","31.3","18.8",".",".",".",".",".",".",".",".",".",".",".","6.3","."
"734
VLSI Array-Dig Signal Proc","001","","47","3.479","36.2","31.9","23.4","8.5",".",".",".",".",".",".",".",".",".",".",".","."
"736
Wireless Communications","001","","23","3.526","34.8","21.7","21.7","4.3",".",".",".","4.3",".",".",".",".",".",".","13.0","."
"739","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"739","005","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"739","006","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Adv Automation & Robotics","Course Total","","4","***","","","","","","","","","","","","","","","",""
"742
Computatnl Meth-Electromagntcs","001","","20","3.475","35.0","40.0","15.0","5.0","5.0",".",".",".",".",".",".",".",".",".",".","."
"743
High-Powr Diode Lasers&Amps","001","","15","3.929","80.0","13.3",".",".",".",".",".",".",".",".",".",".","6.7",".",".","."
"749
Coher Generatn&Particl Beam","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"750
Real-time Computing Systems","001","","36","3.500","25.0","47.2","25.0",".",".",".",".","2.8",".",".",".",".",".",".",".","."
"752
Adv Computer Architecture I","001","","15","3.333","20.0","40.0","33.3",".","6.7",".",".",".",".",".",".",".",".",".",".","."
"753
Fault-Tolerant Computing","001","","20","3.425","30.0","30.0","35.0","5.0",".",".",".",".",".",".",".",".",".",".",".","."
"April 02, 2013","","","","","","","","","","","","","","","","","","","Page 118 of 396",""
