"","990
020","","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","990
025","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
060","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Research and Thesis","Course Total","","9","",".",".",".",".",".",".",".","88.9",".",".",".","11.1",".",".",".","."
"IND REL
492","Dept. Total","","42","3.562","28.6","14.3","7.1","2.4","2.4",".",".","42.9",".",".",".","2.4",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"492
IND REL","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","","1","3.000",".",".","100.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Junior","","","5","3.357","40.0","20.0","20.0","20.0",".",".",".",".",".",".",".",".",".",".",".","."
"Senior","","","7","3.382","42.9","14.3","14.3",".","14.3",".",".","14.3",".",".",".",".",".",".",".","."
"Undergraduates","","","13","3.338","38.5","15.4","23.1","7.7","7.7",".",".","7.7",".",".",".",".",".",".",".","."
"Graduate","","","29","3.806","24.1","13.8",".",".",".",".",".","58.6",".",".",".","3.4",".",".",".","."
"","Dept. Total","","42","3.562","28.6","14.3","7.1","2.4","2.4",".",".","42.9",".",".",".","2.4",".",".",".","."
