"MATHEMATICS","Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","","Grades","GPA","","","","","","","","","","","","","","","",""
"600
MATH","","","","","","","","","","","","","","","","","","","","",""
"Intro-Stochastic Processes","632","001","","18","2.750","50.0",".","11.1","5.6","11.1","5.6","16.7",".",".",".",".",".",".",".",".","."
"Intro-Error-Correctng Codes","641","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Honors Thesis","682","012","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","013","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","050","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","080","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","081","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","","Course Total","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Methods of Applied Math-2","704","001","","12","3.458","25.0","41.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Potential Theory","713","001","","19","3.842","73.7","21.1","5.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Complex Analysis","722","001","","12","3.667","50.0","33.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Secnd Crse in Real Analysis","725","001","","7","3.786","71.4","14.3","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Calc-Variations&Rel Topics","727","001","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Comput Meths-Lg Sparse Sys","733","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Abstract Algebra","742","001","","22","3.714","59.1","22.7","9.1","4.5",".",".",".","4.5",".",".",".",".",".",".",".","."
"Introductory Topology II","752","001","","18","3.639","55.6","16.7","27.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"Differential Topology","762","001","","7","3.714","71.4",".","28.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro to Algebraic Geometry","764","001","","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Set Theory","771","001","","9","4.000","88.9",".",".",".",".",".",".","11.1",".",".",".",".",".",".",".","."
"Model Theory","776","001","","13","3.583","69.2",".","7.7",".","15.4",".",".",".",".",".",".",".","7.7",".",".","."
"Topics in Applied Math","801","001","","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Partial Differential Equatn","820","001","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Adv Topics - Harmonic Analysis","828","001","","10","4.000","80.0",".",".",".",".",".",".","10.0",".",".",".",".",".",".",".","10.0"
"Theory of Probability","832","001","","10","3.900","80.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Adv Topics-Rings & Algebras","843","001","","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Adv Topics in Field Theory","845","001","","27","3.815","88.9","7.4",".",".",".",".","3.7",".",".",".",".",".",".",".",".","."
"Topics-Differentl Topology","856","001","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Adv Topics in Foundations","873","001","","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Topics in Combinatorics","875","001","","10","3.650","60.0","10.0","30.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Smr in Math Education","903","001","","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","941","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","941","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Seminar-Algebra","","Course Total","","4","***","","","","","","","","","","","","","","","",""
"Seminar in Topology","951","001","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","990","002","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","009","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","010","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","012","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","013","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","031","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","036","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","037","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"April 02, 2013","","","","","","","","","","","","","","","","","","","","Page 252 of 396",""
