"L&S","","","","","","","","","","","","","","","","","","","",""
"ECONOMICS","Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","Grades","GPA","","","","","","","","","","","","","","","",""
"296
ECON","","","","","","","","","","","","","","","","","","","",""
"","101","001","446","3.080","22.4","26.7","17.5","13.9","17.3","1.8",".","0.4",".",".",".",".",".",".",".","."
"","101","002","452","3.028","19.5","28.5","14.2","15.5","20.8","0.9","0.2","0.4",".",".",".",".",".",".",".","."
"","101","003","465","3.357","37.6","22.8","23.2","8.8","5.4","1.5","0.2",".",".",".",".",".",".","0.4",".","."
"Principles-Microeconomics","","Course Total","1363","3.157","26.6","26.0","18.3","12.7","14.4","1.4","0.1","0.3",".",".",".",".",".","0.1",".","."
"","102","001","396","2.595","10.9","16.7","19.2","20.2","18.9","7.8","4.8","1.5",".",".",".",".",".",".",".","."
"","102","002","383","2.681","11.7","17.8","20.4","19.8","19.8","7.8","2.3","0.3",".",".",".",".",".",".",".","."
"Principles-Macroeconomics","","Course Total","779","2.637","11.3","17.2","19.8","20.0","19.4","7.8","3.6","0.9",".",".",".",".",".",".",".","."
"Prin/Econ-Accelratd Treatmt","111","001","28","3.500","39.3","21.4","39.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","300","001","9","3.111","11.1","33.3","33.3","11.1","11.1",".",".",".",".",".",".",".",".",".",".","."
"","300","002","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Introduction to Finance","","Course Total","10","3.000","10.0","30.0","30.0","10.0","20.0",".",".",".",".",".",".",".",".",".",".","."
"","301","001","88","2.810","12.5","13.6","29.5","23.9","14.8","2.3","2.3",".",".",".",".",".","1.1",".",".","."
"","301","002","96","2.922","15.6","18.8","29.2","15.6","17.7","2.1","1.0",".",".",".",".",".",".",".",".","."
"Intmed Microeconomic Theory","","Course Total","184","2.869","14.1","16.3","29.3","19.6","16.3","2.2","1.6",".",".",".",".",".","0.5",".",".","."
"","302","001","115","3.000","12.2","20.9","28.7","22.6","11.3",".",".","4.3",".",".",".",".",".",".",".","."
"","302","002","68","2.434","10.3","10.3","26.5","17.6","14.7","13.2","7.4",".",".",".",".",".",".",".",".","."
"Intmed Macroeconomic Theory","","Course Total","183","2.784","11.5","16.9","27.9","20.8","12.6","4.9","2.7","2.7",".",".",".",".",".",".",".","."
"The Real Estate Process","306","001","59","2.648","11.9","11.9","6.8","32.2","25.4","1.7","1.7","8.5",".",".",".",".",".",".",".","."
"Stats:Measrmnt in Economics","310","001","113","2.571","16.8","9.7","21.2","10.6","28.3","8.8","4.4",".",".",".",".",".",".",".",".","."
"Investment Theory","320","002","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Public Utilities","325","001","20","3.350","40.0","20.0","20.0","10.0","10.0",".",".",".",".",".",".",".",".",".",".","."
"Money and Banking","330","001","177","3.264","16.4","33.9","36.7","11.9",".","0.6",".","0.6",".",".",".",".",".",".",".","."
"Issues-Comparative Economics","365","001","33","3.063","33.3","18.2","12.1","18.2","9.1",".","6.1",".",".",".",".",".","3.0",".",".","."
"","390","000A","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","390","014","29","3.500","13.8","72.4","13.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"Contemporary Economic Issues","","Course Total","30","3.517","16.7","70.0","13.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Introductory Econometrics","410","001","40","3.188","25.0","27.5","27.5","10.0","7.5",".","2.5",".",".",".",".",".",".",".",".","."
"Econ Analysis-Agric Markets","421","001","6","2.583",".","16.7","66.7",".",".",".","16.7",".",".",".",".",".",".",".",".","."
"Economic Approach-Human Behav","451","001","22","3.295","31.8","18.2","27.3","22.7",".",".",".",".",".",".",".",".",".",".",".","."
"Internatl Trade & Finance","464","001","110","2.955","15.5","23.6","21.8","25.5","10.0","1.8","1.8",".",".",".",".",".",".",".",".","."
"American Economy Since 1865","466","001","26","3.417","34.6","23.1","19.2","15.4",".",".",".","7.7",".",".",".",".",".",".",".","."
"Intl Industrial Firms&Orgs","467","001","93","2.973","21.5","16.1","22.6","19.4","16.1","3.2",".",".",".",".",".",".",".","1.1",".","."
"Econ Probs-Developing Areas","474","001","42","2.732","14.3","9.5","33.3","9.5","26.2","7.1",".",".",".",".",".",".",".",".",".","."
"Economics of Health Care","548","001","35","3.386","22.9","37.1","34.3","5.7",".",".",".",".",".",".",".",".",".",".",".","."
"Ind Rel-Develping Countries","552","001","24","3.104","25.0","16.7","33.3","20.8",".",".","4.2",".",".",".",".",".",".",".",".","."
"Pub Finance-Less Dev Cntry","567","001","11","3.222","36.4",".","36.4",".",".","9.1",".","9.1",".",".",".",".","9.1",".",".","."
"Tutorial-Rsch Project Dsgn","590","001","14","3.321","35.7","28.6","21.4","7.1",".","7.1",".",".",".",".",".",".",".",".",".","."
"Mathematical Economics II","606","001","10","3.750","60.0","30.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Energy Economics","671","001","11","2.550","9.1","9.1","45.5",".","9.1","9.1","9.1",".",".",".",".",".","9.1",".",".","."
"Senior Honors Thesis","682","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","002","3","***","","","","","","","","","",".",".",".",".",".",".","."
"April 02, 2013","","","","","","","","","","","","","","","","","","","Page 194 of 396",""
