"LAW","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"528
LAW","","","","","","","","","","","","","","","","","","",""
"Unfair Trade Practices","843
001","10","3.500","40.0","10.0","40.0",".",".",".",".","10.0",".",".",".",".",".",".",".","."
"Taxation of Trusts&Estates","844
001","14","3.278","28.6","7.1","7.1","14.3","7.1",".",".","35.7",".",".",".",".",".",".",".","."
"Water Rights Law","845
001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Intro to Environmental Law","848
001","35","3.517","40.0","14.3","25.7","5.7",".",".",".","14.3",".",".",".",".",".",".",".","."
"","850
001","37","3.122","16.2","32.4","32.4","8.1","8.1",".","2.7",".",".",".",".",".",".",".",".","."
"","002
850","42","3.473","45.2","7.1","23.8","9.5","2.4",".",".","11.9",".",".",".",".",".",".",".","."
"Professnl Responsibilities","Course Total","79","3.297","31.6","19.0","27.8","8.9","5.1",".","1.3","6.3",".",".",".",".",".",".",".","."
"","852
001","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","852
002","8","3.688","75.0","12.5",".",".","12.5",".",".",".",".",".",".",".",".",".",".","."
"","003
852","11","3.455","18.2","54.5","27.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","852
004","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","852
005","7","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","852
007","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Trial Advocacy","Course Total","53","3.760","58.5","18.9","5.7","1.9","1.9",".",".","13.2",".",".",".",".",".",".",".","."
"","854
001","49","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","854
002","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","854
003","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","854
004","19","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","854
005","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","854
006","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","854
007","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","854
008","13","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","854
010","8","",".",".",".",".",".",".",".","87.5",".",".",".",".","12.5",".",".","."
"","854
011","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","854
012","9","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","854
013","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","014
854","7","4.000","14.3",".",".",".",".",".",".","85.7",".",".",".",".",".",".",".","."
"Clinical Program","Course Total","125","4.000","7.2",".",".",".",".",".",".","92.0",".",".",".",".","0.8",".",".","."
"Collctv Bargang-Arbtrn Proc","858
001","9","3.786","55.6","11.1","11.1",".",".",".",".","22.2",".",".",".",".",".",".",".","."
"Institutionalized Persons","862
001","19","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"State and Local Taxation","868
001","16","3.800","50.0",".","12.5",".",".",".",".","37.5",".",".",".",".",".",".",".","."
"International Tax","870
001","10","3.500","30.0","20.0","30.0",".",".",".",".","20.0",".",".",".",".",".",".",".","."
"Wisconsin Internl Law Journ","895
001","60","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Womens Law Journal","896
001","19","",".",".",".",".",".",".",".","89.5",".",".",".",".","10.5",".",".","."
"Law Review","899
001","73","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","904
001","20","3.700","40.0","25.0","10.0",".",".",".",".","20.0",".",".",".",".","5.0",".",".","."
"","904
002","24","3.609","45.8","29.2","16.7","4.2",".",".",".","4.2",".",".",".",".",".",".",".","."
"Constitutional Law Seminar","Course Total","44","3.645","43.2","27.3","13.6","2.3",".",".",".","11.4",".",".",".",".","2.3",".",".","."
"Bioethics and the Law","905
001","16","3.781","75.0","6.3","18.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"Probs-Pro Responsblty Smr","001
907","17","3.471","41.2","23.5","29.4",".","5.9",".",".",".",".",".",".",".",".",".",".","."
"Securities Regulation","914
001","19","3.368","21.1","31.6","47.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"","915
001","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","915
002","16","3.531","43.8","18.8","37.5",".",".",".",".",".",".",".",".",".",".",".",".","."
