"L&S","","","","","","","","","","","","","","","","","","","","",""
"GEOLOGY & GEOPHYSICS","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"420
GEOLOGY","","","","","","","","","","","","","","","","","","","","",""
"GEOLOGY
420","Dept. Total","2208","3.111","25.0","19.1","25.1","9.8","8.1","2.8","1.3","7.4","0.0","0.0","",".","0.9","",".","0.1","0.2","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"420
GEOLOGY","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","283","3.104","25.4","17.7","31.1","12.7","7.1","3.9","2.1",".",".",".","",".",".","",".",".",".","."
"Sophomore","","406","3.138","26.6","22.4","27.3","11.1","6.9","2.7","1.2","1.5",".","0.2","",".",".","",".",".",".","."
"Junior","","508","3.090","24.2","23.6","27.8","7.9","11.6","1.4","1.6","1.6",".",".","",".",".","",".","0.4",".","."
"Senior","","775","2.997","22.3","18.2","25.5","12.1","9.3","4.1","1.2","6.6","0.1",".","",".",".","",".",".","0.3","0.3"
"Undergraduates","","1972","3.070","24.1","20.4","27.3","10.9","9.1","3.1","1.4","3.3","0.1","0.1","",".",".","",".","0.1","0.1","0.1"
"Special","","23","3.542","56.5",".","17.4","8.7",".",".",".","13.0",".",".","",".",".","",".","4.3",".","."
"Graduate","","213","3.752","30.0","9.4","5.6",".",".",".",".","44.6",".",".","",".","8.9","",".",".","1.4","."
"","Dept. Total","2208","3.111","25.0","19.1","25.1","9.8","8.1","2.8","1.3","7.4","0.0","0.0","",".","0.9","",".","0.1","0.2","0.1"
