"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","",""
"MED","College Total","8266","3.500","41.8","20.9","16.7","3.7","2.7","0.9","0.3","10.7","0.0","1.6","0.1","0.5","0.1","0.0","0.1","."
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"MED","","Grades","GPA","","","","","","","","","","","","","","","",""
"Freshmen","","7","2.857","28.6",".","28.6","28.6",".","14.3",".",".",".",".",".",".",".",".",".","."
"Sophomore","","288","3.050","36.8","12.5","21.9","10.1","11.1","5.6","1.7","0.3",".",".",".",".",".",".",".","."
"Junior","","862","3.127","36.5","14.3","24.1","9.4","10.4","3.8","1.2","0.1",".",".",".",".",".",".","0.1","."
"Senior","","1579","3.483","52.2","17.8","17.7","4.7","4.7","1.3","0.4","1.1",".",".",".",".",".",".","0.2","."
"Undergraduates","","2736","3.320","45.6","16.1","20.2","6.8","7.2","2.6","0.8","0.7",".",".",".",".",".",".","0.1","."
"Special","","113","3.173","31.9","17.7","21.2","5.3","6.2","1.8","2.7","10.6",".",".",".",".","0.9",".","1.8","."
"Graduate","","1551","3.651","37.5","13.3","9.4","0.8","0.3","0.1","0.1","36.1","0.1","0.1",".","1.8","0.1","0.1","0.3","."
"Prof Yr 1","","1135","3.616","42.2","24.6","16.5","3.0","0.8","0.1",".","4.5",".","7.6","0.4",".","0.4",".",".","."
"Prof Yr 2","","1557","3.603","39.2","26.4","17.1","3.3","0.3",".","0.1","10.3",".","2.6",".","0.5","0.1",".","0.1","."
"Prof Yr 3","","676","3.529","39.5","34.2","21.0","0.9",".",".","0.1","3.6","0.1",".","0.1","0.4",".",".",".","."
"Prof Yr 4","","511","3.662","48.3","27.4","11.9","1.4",".",".",".","11.0",".",".",".",".",".",".",".","."
"Professionals","","3879","3.594","41.3","27.4","16.9","2.5","0.4","0.0","0.1","7.5","0.0","3.3","0.1","0.3","0.2",".","0.0","."
"","College Total","8279","3.500","41.9","20.9","16.7","3.7","2.7","0.9","0.3","10.7","0.0","1.6","0.1","0.5","0.1","0.0","0.1","."
