"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"VET","","","","","","","","","","","","","","","","","","",""
"MEDICAL SCIENCES - VET MED","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"623
MED SC-V","","","","","","","","","","","","","","","","","","",""
"Animal Hlth Hist Restraint","570
001","79","4.000","1.3",".",".",".",".",".",".","98.7",".",".",".",".",".",".",".","."
"Vet Diag&Therapeut Techniq","625
001","73","4.000","87.7",".",".",".",".",".",".","12.3",".",".",".",".",".",".",".","."
"Veterinary Nutrition","629
001","80","3.513","33.8","36.3","28.8","1.3",".",".",".",".",".",".",".",".",".",".",".","."
"Companion Animal&Equine Med II","633
001","73","2.842","5.5","9.6","54.8","8.2","21.9",".",".",".",".",".",".",".",".",".",".","."
"Small Animal Neurology","667
001","23","4.000","69.6",".",".",".",".",".",".","30.4",".",".",".",".",".",".",".","."
"Clin Dermatology Rotation","668
001","25","4.000","76.0",".",".",".",".",".",".","24.0",".",".",".",".",".",".",".","."
"Small Anml Cardiolgy Rotatn","669
001","25","4.000","44.0",".",".",".",".",".",".","56.0",".",".",".",".",".",".",".","."
"","001
670","33","4.000","27.3",".",".",".",".",".",".","72.7",".",".",".",".",".",".",".","."
"","670
002","12","4.000","41.7",".",".",".",".",".",".","58.3",".",".",".",".",".",".",".","."
"Sr Rotation:Lrge Animal Med","Course Total","45","4.000","31.1",".",".",".",".",".",".","68.9",".",".",".",".",".",".",".","."
"Sr Rotation:Theriogenology","672
001","24","4.000","45.8",".",".",".",".",".",".","54.2",".",".",".",".",".",".",".","."
"Sr Rotation:Ambulatory Serv","674
001","53","4.000","39.6",".",".",".",".",".",".","60.4",".",".",".",".",".",".",".","."
"","675
002","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","675
004","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","675
006","15","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","675
007","30","4.000","46.7",".",".",".",".",".",".","53.3",".",".",".",".",".",".",".","."
"","675
008","34","4.000","5.9",".",".",".",".",".",".","94.1",".",".",".",".",".",".",".","."
"","675
009","80","",".",".",".",".",".",".",".","98.8",".",".",".",".",".",".","1.3","."
"","675
015","79","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","675
016","32","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","675
021","72","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","675
022","9","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","675
023","71","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","675
024","10","4.000","40.0",".",".",".",".",".",".","50.0",".",".",".",".","10.0",".",".","."
"","675
025","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","675
026","20","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Special Topics","Course Total","464","4.000","6.3",".",".",".",".",".",".","93.3",".",".",".",".","0.2",".","0.2","."
"","678
001","54","4.000","77.8",".",".",".",".",".",".","22.2",".",".",".",".",".",".",".","."
"","678
002","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Small Animal Internal Med","Course Total","61","4.000","80.3",".",".",".",".",".",".","19.7",".",".",".",".",".",".",".","."
"Small Animal Oncology","001
679","21","4.000","33.3",".",".",".",".",".",".","66.7",".",".",".",".",".",".",".","."
"","699
003","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
004","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
008","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
016","15","4.000","80.0",".",".",".",".",".",".","20.0",".",".",".",".",".",".",".","."
"","699
018","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
020","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
023","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
025","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
026","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
065","7","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Directed Study","Course Total","31","4.000","64.5",".",".",".",".",".",".","35.5",".",".",".",".",".",".",".","."
"Production Medicine II","703
001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Prod Med III-Appl Dy Nutr","705
001","9","4.000","33.3",".",".",".",".",".",".","66.7",".",".",".",".",".",".",".","."
"April 02, 2013","","","","","","","","","","","","","","","","","","Page 387 of 396",""
