"LAW","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"528
LAW","","","","","","","","","","","","","","","","","","",""
"Taxatn:Bus & Persnl Planng","329
001","10","2.850",".","50.0",".","20.0","30.0",".",".",".",".",".",".",".",".",".",".","."
"Legal Writing (M.L.I.)","603
001","8","3.563","37.5","37.5","25.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Sociology of Law","641
001","8","3.313","37.5","25.0","12.5","12.5","12.5",".",".",".",".",".",".",".",".",".",".","."
"","713
001","49","3.663","51.0","34.7","12.2",".",".","2.0",".",".",".",".",".",".",".",".",".","."
"","002
713","16","3.594","56.3","18.8","18.8",".","6.3",".",".",".",".",".",".",".",".",".",".","."
"Legal Process","Course Total","65","3.646","52.3","30.8","13.8",".","1.5","1.5",".",".",".",".",".",".",".",".",".","."
"","721
001","67","3.455","32.8","25.4","41.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","721
002","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Contracts II","Course Total","69","3.455","31.9","24.6","40.6",".",".",".",".","2.9",".",".",".",".",".",".",".","."
"","723
001","14","3.893","78.6","21.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
002","13","3.731","53.8","38.5","7.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","003
723","14","3.714","42.9","57.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
004","14","3.893","85.7","7.1","7.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
005","14","3.750","57.1","35.7","7.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
006","14","3.679","57.1","21.4","21.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
007","14","3.714","57.1","28.6","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","008
723","13","3.808","69.2","23.1","7.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
009","11","3.864","72.7","27.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
010","15","3.800","66.7","26.7","6.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
011","13","3.923","84.6","15.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
012","14","3.714","50.0","42.9","7.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
013","14","3.714","57.1","28.6","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
014","12","3.667","41.7","50.0","8.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
015","14","3.500","28.6","42.9","28.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"","016
723","14","3.893","92.9",".",".","7.1",".",".",".",".",".",".",".",".",".",".",".","."
"","723
017","11","3.773","72.7","9.1","18.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
018","13","3.769","53.8","46.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
019","15","3.567","20.0","73.3","6.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
020","14","3.538","21.4","57.1","14.3",".",".",".",".",".",".",".",".",".",".",".","7.1","."
"Legal Research and Writing","Course Total","270","3.743","57.8","33.0","8.5","0.4",".",".",".",".",".",".",".",".",".",".","0.4","."
"","724
001","73","3.616","41.1","41.1","17.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","002
724","78","3.481","42.3","15.4","38.5","3.8",".",".",".",".",".",".",".",".",".",".",".","."
"","724
003","72","3.431","37.5","16.7","41.7","2.8","1.4",".",".",".",".",".",".",".",".",".",".","."
"","724
004","61","3.417","37.7","19.7","32.8","3.3","4.9",".",".","1.6",".",".",".",".",".",".",".","."
"Property","Course Total","284","3.489","39.8","23.2","32.7","2.5","1.4",".",".","0.4",".",".",".",".",".",".",".","."
"","001
725","64","3.555","42.2","29.7","26.6",".",".","1.6",".",".",".",".",".",".",".",".",".","."
"","725
002","63","3.587","39.7","38.1","22.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"","003
725","70","3.550","42.9","28.6","25.7","1.4",".","1.4",".",".",".",".",".",".",".",".",".","."
"","004
725","72","3.563","40.3","36.1","19.4","4.2",".",".",".",".",".",".",".",".",".",".",".","."
"Intro to Criminal Procedure","Course Total","269","3.563","41.3","33.1","23.4","1.5",".","0.7",".",".",".",".",".",".",".",".",".","."
"Federal Law & Indian Tribes","730
001","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","731
001","45","3.489","35.6","26.7","37.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","731
002","37","3.609","48.6","8.1","29.7",".",".",".",".","13.5",".",".",".",".",".",".",".","."
"","731
003","54","3.546","44.4","20.4","35.2",".",".",".",".",".",".",".",".",".",".",".",".","."
