"MECHANICAL ENGINEERING","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"612
M E","","","","","","","","","","","","","","","","","","","",""
"717
Advanced Polymer Processing","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"718
Modlng&Simlatn-Polymer Proc","005","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"739","001","","7","3.571","42.9","42.9",".","14.3",".",".",".",".",".",".",".",".",".",".",".","."
"739","005","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"739","006","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Adv Automation & Robotics","Course Total","","10","3.444","30.0","30.0","20.0","10.0",".",".",".",".",".",".",".",".","10.0",".",".","."
"740
Advanced Vibrations","001","","9","3.278","44.4","11.1","11.1","22.2","11.1",".",".",".",".",".",".",".",".",".",".","."
"751
Matrix Meth-Dsgn&Anal-Mech","001","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"765
Heat Transfer II-Convection","001","","20","3.658","40.0","45.0","10.0",".",".",".",".","5.0",".",".",".",".",".",".",".","."
"774
Chem Kinetics-Combust Sys","001","","35","3.882","74.3","22.9",".",".",".",".",".","2.9",".",".",".",".",".",".",".","."
"790","004","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","007","","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"790","008","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","010","","7","",".",".",".",".",".",".",".","42.9",".",".",".","57.1",".",".",".","."
"790","011","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","013","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","014","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"790","015","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"790","017","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"790","018","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","019","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","023","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","024","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","032","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","033","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"790","034","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","036","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"790","038","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"790","042","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"790","046","","9","",".",".",".",".",".",".",".","55.6",".",".",".","44.4",".",".",".","."
"790","047","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","051","","6","",".",".",".",".",".",".",".","33.3",".",".",".","66.7",".",".",".","."
"790","053","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","054","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","056","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"790","057","","8","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"790","059","","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Master's Research & Thesis","Course Total","","90","",".",".",".",".",".",".",".","67.8",".",".",".","32.2",".",".",".","."
"890","007","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"890","010","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"890","011","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"890","013","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"890","014","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"890","015","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"890","019","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"April 02, 2013","","","","","","","","","","","","","","","","","","","Page 134 of 396",""
