"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","",""
"CLASSICS","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"244
CLASSICS","","","","","","","","","","","","","","","","","","",""
"Art & Archaeology-Ancient Rome","304
001","31","2.963","32.3","9.7","16.1","9.7","6.5","9.7","3.2","12.9",".",".",".",".",".",".",".","."
"Civilizat of Ancient Rome","322
001","72","3.616","52.8","27.8","6.9","4.2","2.8","1.4",".","1.4",".",".",".",".","1.4","1.4",".","."
"Gendr&Sexualty-Classcl Wrld","351
001","12","3.917","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Classical Mythology","370
001","365","3.244","30.1","23.6","22.2","10.4","7.9","2.2","0.3","2.2",".",".",".",".",".","0.5","0.5","."
"Love Poetry-Anct Mediterranean","376
001","38","3.167","18.4","31.6","34.2","5.3",".",".","5.3","5.3",".",".",".",".",".",".",".","."
"Interpret-Classcl Mythology","470
001","14","3.500","42.9","21.4","28.6","7.1",".",".",".",".",".",".",".",".",".",".",".","."
"Religion-Ancient Mediterranean","517
001","21","3.333","38.1","33.3","14.3","4.8","4.8",".","4.8",".",".",".",".",".",".",".",".","."
"Undergrad Smr:Classicl Wrld","591
002","17","3.294","29.4","29.4","23.5","5.9","11.8",".",".",".",".",".",".",".",".",".",".","."
"","699
002","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
003","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
014","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
020","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Reading","Course Total","4","***","","","","","","","","","","","","","","","",""
"Art & Archaeology-Ancient Rome","704
001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"CLASSICS
244","Dept. Total","576","3.305","34.7","24.0","20.0","8.5","6.3","2.1","0.9","2.6",".",".",".",".","0.2","0.5","0.3","."
