"","999
075","1","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","999
085","1","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","999
094","2","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Readng & Rsch-Accountng PhD","Course Total","5","***","","","","","","","","","","","","","","","","","","","",""
"ACCT I S
232","Dept. Total","1764","3.249","31.2","20.8","30.3","4.9","7.6","2.4","1.5","1.2","",".",".","",".","",".","",".","0.1",".","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"232
ACCT I S","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","36","2.889","25.0","8.3","30.6","2.8","27.8","5.6",".",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","294","2.952","21.4","12.9","39.5","5.4","13.6","4.1","2.7",".","",".",".","",".","",".","",".","0.3",".","."
"Junior","","558","3.156","28.5","17.9","34.6","5.2","8.4","3.0","1.6","0.7","",".",".","",".","",".","",".",".",".","."
"Senior","","623","3.344","33.1","23.9","27.0","5.6","5.8","1.8","1.4","1.4","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","1511","3.194","28.9","19.2","32.3","5.4","8.8","2.8","1.7","0.9","",".",".","",".","",".","",".","0.1",".","."
"Special","","17","3.315","29.4","11.8","47.1",".","5.9",".",".","5.9","",".",".","",".","",".","",".",".",".","."
"Graduate","","233","3.647","46.8","31.8","16.3","1.7",".",".",".","3.4","",".",".","",".","",".","",".",".",".","."
"Prof Yr 3","","3","3.100",".","33.3",".","33.3",".",".",".",".","",".",".","",".","",".","",".",".",".","33.3"
"Professionals","","3","3.100",".","33.3",".","33.3",".",".",".",".","",".",".","",".","",".","",".",".",".","33.3"
"","Dept. Total","1764","3.249","31.2","20.8","30.3","4.9","7.6","2.4","1.5","1.2","",".",".","",".","",".","",".","0.1",".","0.1"
