"In Trans: Modern Scand Drama","001
349","7","3.500","42.9","42.9",".",".","14.3",".",".",".",".","",".",".","",".","",".","",".",".","."
"Topics in Japanese Lit","373
001","15","3.267","20.0","46.7","20.0","6.7",".","6.7",".",".",".","",".",".","",".","",".","",".",".","."
"In Trans:Topics-Italian Lit","410
000A","1","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"LITTRANS
551","Dept. Total","1016","3.267","23.9","32.5","26.0","9.3","4.5","1.5","0.9","1.1","",".",".","",".","",".","",".","0.3",".","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"551
LITTRANS","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","164","3.144","13.4","36.6","33.5","8.5","4.3","1.2","2.4",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","320","3.254","21.6","36.6","23.4","10.6","4.7","2.2","0.3",".","",".",".","",".","",".","",".","0.6",".","."
"Junior","","272","3.292","27.9","30.9","24.3","8.5","5.5","1.8","0.7",".","",".",".","",".","",".","",".","0.4",".","."
"Senior","","256","3.332","28.9","26.2","26.6","9.0","3.5","0.4","0.8","4.3","",".",".","",".","",".","",".",".",".","0.4"
"Undergraduates","","1012","3.265","23.8","32.4","26.1","9.3","4.5","1.5","0.9","1.1","",".",".","",".","",".","",".","0.3",".","0.1"
"Special","","1","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"Graduate","","3","3.667","33.3","66.7",".",".",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","1016","3.267","23.9","32.5","26.0","9.3","4.5","1.5","0.9","1.1","",".",".","",".","",".","",".","0.3",".","0.1"
