"","990
105","1","***","","","","","","","","","",".",".",".",".","",".",".","."
"","990
106","1","***","","","","","","","","","",".",".",".",".","",".",".","."
"Research","Course Total","92","",".",".",".",".",".",".",".","92.4",".",".",".","6.5","",".",".","1.1","."
"Seminar in Genetics","993
001","1","***","","","","","","","","","",".",".",".",".","",".",".","."
"GENETICS
412","Dept. Total","679","3.036","30.0","12.7","18.4","7.8","11.8","4.6","1.0","12.7",".",".",".","0.9","",".",".","0.1","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"412
GENETICS","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","31","3.271","35.5","22.6","32.3","6.5","3.2",".",".",".",".",".",".",".","",".",".",".","."
"Sophomore","","78","3.479","67.9","6.4","15.4","1.3","5.1","2.6","1.3",".",".",".",".",".","",".",".",".","."
"Junior","","130","2.992","33.1","13.1","20.0","10.0","16.9","6.9",".",".",".",".",".",".","",".",".",".","."
"Senior","","268","2.862","27.2","13.8","20.5","10.4","19.0","6.7","2.2",".",".",".",".",".","",".",".",".","."
"Undergraduates","","507","2.998","35.5","13.0","20.3","8.7","15.4","5.7","1.4",".",".",".",".",".","",".",".",".","."
"Special","","8","2.435","12.5",".","25.0","25.0","25.0","12.5",".",".",".",".",".",".","",".",".",".","."
"Graduate","","161","3.357","13.0","12.4","12.4","4.3",".","0.6",".","53.4",".",".",".","3.1","",".",".","0.6","."
"Prof Yr 3","","3","4.000","66.7",".",".",".",".",".",".",".",".",".",".","33.3","",".",".",".","."
"Professionals","","3","4.000","66.7",".",".",".",".",".",".",".",".",".",".","33.3","",".",".",".","."
"","Dept. Total","679","3.036","30.0","12.7","18.4","7.8","11.8","4.6","1.0","12.7",".",".",".","0.9","",".",".","0.1","."
