"ELECTRICAL AND COMPUTER E Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"320
E C E","","","","","","","","","","","","","","","","","","","",""
"757
Adv Computr Architecture II","001","","12","3.636","41.7","33.3","16.7",".",".",".",".","8.3",".",".",".",".",".",".",".","."
"763
Computers in Medicine","001","","16","3.875","75.0","25.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"790","003","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","004","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"790","005","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"790","006","","7","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"790","008","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","011","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"790","013","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","015","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"790","016","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","017","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"790","018","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"790","019","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","021","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","028","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","029","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"790","030","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","035","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"790","040","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","041","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"790","044","","6","",".",".",".",".",".",".",".","66.7",".",".",".","33.3",".",".",".","."
"790","045","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"790","049","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"790","051","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"790","054","","7","",".",".",".",".",".",".",".","85.7",".",".",".","14.3",".",".",".","."
"790","055","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","056","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","058","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","059","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","060","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"790","061","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","062","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","065","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","066","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"790","070","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Master's Research or Thesis","Course Total","","100","",".",".",".",".",".",".",".","83.0",".",".",".","17.0",".",".",".","."
"817
Nonlinear Systems","001","","15","3.542","33.3","20.0","26.7",".",".",".",".","20.0",".",".",".",".",".",".",".","."
"830
Estimation&Decision Theory","001","","21","3.452","38.1","23.8","33.3",".","4.8",".",".",".",".",".",".",".",".",".",".","."
"841
Electromag Radiatn&Transmsn","001","","20","3.675","45.0","45.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"848
Nonlinear Waves","001","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"890","004","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"890","005","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"890","006","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"890","007","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"April 02, 2013","","","","","","","","","","","","","","","","","","","Page 119 of 396",""
