"Computer-Based Data Mgt","422
001","","11","3.625","27.3","36.4","9.1",".","",".",".","",".","27.3",".","",".",".","",".","",".","",".",".","."
"Anal&Dsgn:Comptr-Based Sys","424
001","","12","3.792","66.7","25.0","8.3",".","",".",".","",".",".",".","",".",".","",".","",".","",".",".","."
"Computer-Based Data Mgt","722
001","","1","***","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Anal&Dsgn:Comptr-Based Sys","724
001","","3","***","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"INFO SYS
234","Dept. Total","","50","3.649","56.0","26.0","6.0","4.0","",".","",".","2.0","6.0","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","","D","","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","",""
"234
INFO SYS","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","","3","4.000","100.0",".",".",".","",".","",".",".",".","",".",".","",".","",".","",".",".",".","."
"Junior","","","10","3.200","30.0","50.0",".","10.0","",".","",".","10.0",".","",".",".","",".","",".","",".",".",".","."
"Senior","","","28","3.720","57.1","17.9","10.7","3.6","",".","",".",".","10.7","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","41","3.605","53.7","24.4","7.3","4.9","",".","",".","2.4","7.3","",".",".","",".","",".","",".",".",".","."
"Special","","","2","3.500",".","100.0",".",".","",".","",".",".",".","",".",".","",".","",".","",".",".",".","."
"Graduate","","","7","3.929","85.7","14.3",".",".","",".","",".",".",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","","50","3.649","56.0","26.0","6.0","4.0","",".","",".","2.0","6.0","",".",".","",".","",".","",".",".",".","."
