"GENETICS","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"412
GENETICS","","","","","","","","","","","","","","","","","","","",""
"133
Genetics and Human Affairs","001","","55","3.164","34.5","10.9","34.5","3.6","12.7","1.8","1.8",".",".",".",".",".",".",".",".","."
"289
Honors Independent Study","009","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","009","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","011","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"299","035","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","044","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","071","","47","3.951","89.4","10.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"299","074","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","093","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","094","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"299","102","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","","57","3.944","89.5","8.8","1.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"375
Special Topics","001","","34","3.676","55.9","23.5","20.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"466
General Genetics","001","","215","2.652","15.3","15.8","19.1","14.4","20.9","12.1","1.9","0.5",".",".",".",".",".",".",".","."
"472
Molecular Evolution","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"545","001","","13","3.308","23.1","23.1","46.2","7.7",".",".",".",".",".",".",".",".",".",".",".","."
"545","002","","11","3.227","54.5","9.1","18.2",".","9.1",".","9.1",".",".",".",".",".",".",".",".","."
"Genetics Laboratory","Course Total","","24","3.271","37.5","16.7","33.3","4.2","4.2",".","4.2",".",".",".",".",".",".",".",".","."
"561
Introductory Cytogenetics","001","","40","3.211","27.5","17.5","35.0","12.5","5.0","2.5",".",".",".",".",".",".",".",".",".","."
"566
Advanced Genetics","001","","76","2.743","19.7","10.5","19.7","11.8","32.9","3.9","1.3",".",".",".",".",".",".",".",".","."
"682
Senior Honors Thesis","034","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","028","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","032","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","035","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","068","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","071","","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","082","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","084","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","086","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","094","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","102","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Special Problems","Course Total","","25","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"703
Topics-Eukaryotic Regulation","001","","16","3.438","31.3","31.3","31.3","6.3",".",".",".",".",".",".",".",".",".",".",".","."
"708
Methods&Logic-Genetic Analysis","001","","37","3.338","27.0","24.3","37.8","10.8",".",".",".",".",".",".",".",".",".",".",".","."
"990","007","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","009","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"990","011","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","027","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","028","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","034","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","035","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","037","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"990","039","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","042","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"April 02, 2013","","","","","","","","","","","","","","","","","","","","Page 26 of 396"
