"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","",""
"L&S","College Total","85968","3.223","33.7","21.1","20.8","7.9","7.6","2.1","1.3","3.4","0.0","1.2","0.1","0.2","0.2","0.2","0.2","0.0"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"L&S","","Grades","GPA","","","","","","","","","","","","","","","",""
"Freshmen","","11286","3.014","23.9","20.9","25.0","10.7","11.4","3.4","2.0","0.0",".","2.0","0.2",".","0.0","0.2","0.1","0.0"
"Sophomore","","19796","3.176","30.3","23.0","23.4","9.0","8.9","2.2","1.3","0.2","0.0","1.3","0.1",".","0.0","0.2","0.1","0.0"
"Junior","","20286","3.184","31.4","22.7","23.5","8.8","8.4","2.3","1.5","0.6","0.0","0.5","0.1","0.0","0.1","0.2","0.1","0.0"
"Senior","","23467","3.245","35.0","21.7","21.1","8.1","7.1","2.1","1.3","2.6","0.0","0.6","0.0","0.0","0.1","0.2","0.1","0.0"
"Undergraduates","","74835","3.173","31.1","22.2","22.9","8.9","8.6","2.4","1.5","1.0","0.0","0.9","0.1","0.0","0.1","0.2","0.1","0.0"
"Special","","1157","3.386","36.8","12.5","10.2","5.1","4.5","1.0","1.2","18.0","0.2","4.5","0.1",".","0.7","1.1","4.1","0.1"
"Graduate","","9962","3.786","53.9","13.4","5.9","0.6","0.3","0.1","0.1","19.7","0.2","2.6",".","2.1","0.8","0.1","0.3","0.0"
"Prof Yr 1","","119","3.617","50.4","33.6","9.2","0.8","2.5","0.8",".","0.8",".",".",".",".",".",".","1.7","."
"Prof Yr 2","","33","3.425","42.4","24.2","12.1","9.1","3.0",".",".","6.1",".",".",".",".",".","3.0",".","."
"Prof Yr 3","","43","3.714","58.1","14.0","14.0","2.3",".",".",".","9.3",".",".",".",".","2.3",".",".","."
"Prof Yr 4","","3","3.333","33.3",".",".",".","33.3",".",".","33.3",".",".",".",".",".",".",".","."
"Professionals","","198","3.604","50.5","27.3","10.6","2.5","2.5","0.5",".","4.0",".",".",".",".","0.5","0.5","1.0","."
"","College Total","86152","3.223","33.9","21.0","20.8","7.9","7.6","2.1","1.3","3.4","0.0","1.2","0.1","0.2","0.2","0.2","0.2","0.0"
