"","699
001","2","***","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","699
002","2","***","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","699
003","1","***","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Directed Study","Course Total","5","***","","","","","","","","","","","","","","","","","","","","",""
"JEWISH
510","Dept. Total","250","3.505","43.6","28.8","15.2","4.8","2.8","2.0","",".","2.4","",".",".","",".","",".","",".",".","0.4","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"510
JEWISH","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","2","3.714","50.0","50.0",".",".",".",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","40","3.614","45.0","32.5","20.0","2.5",".",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Junior","","88","3.483","46.6","28.4","12.5","5.7","3.4","3.4","",".",".","",".",".","",".","",".","",".",".",".","."
"Senior","","113","3.457","38.9","29.2","15.9","5.3","3.5","1.8","",".","4.4","",".",".","",".","",".","",".",".","0.9","."
"Undergraduates","","243","3.498","42.8","29.6","15.2","4.9","2.9","2.1","",".","2.1","",".",".","",".","",".","",".",".","0.4","."
"Special","","3","3.500","33.3",".","33.3",".",".",".","",".","33.3","",".",".","",".","",".","",".",".",".","."
"Graduate","","3","4.000","100.0",".",".",".",".",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 3","","1","4.000","100.0",".",".",".",".",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Professionals","","1","4.000","100.0",".",".",".",".",".","",".",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","250","3.505","43.6","28.8","15.2","4.8","2.8","2.0","",".","2.4","",".",".","",".","",".","",".",".","0.4","."
