"L&S","","","","","","","","","","","","","","","","","","",""
"MATHEMATICS","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","222
010","29","2.983","34.5","3.4","31.0","6.9","17.2","3.4","3.4",".",".",".",".",".",".",".",".","."
"Calculus&Analytic Geometry","Course Total","693","2.728","23.1","10.4","25.1","8.8","19.2","7.2","5.8","0.1",".",".",".",".",".","0.3",".","."
"","234
001","100","2.385","21.0","6.0","12.0","9.0","29.0","17.0","6.0",".",".",".",".",".",".",".",".","."
"","234
002","100","2.434","15.0","12.0","14.0","5.0","37.0","8.0","7.0","2.0",".",".",".",".",".",".",".","."
"","003
234","178","2.483","14.0","10.1","15.7","20.2","25.8","7.3","6.7",".",".",".",".",".",".",".",".","."
"Calc--Functns of Variables","Course Total","378","2.444","16.1","9.5","14.3","13.2","29.6","10.1","6.6","0.5",".",".",".",".",".",".",".","."
"Intro to Discrete Mathematics","240
001","44","2.716","34.1","4.5","22.7","2.3","18.2","9.1","9.1",".",".",".",".",".",".",".",".","."
"Topics in Calculus II","276
001","18","3.306","33.3","22.2","22.2","16.7","5.6",".",".",".",".",".",".",".",".",".",".","."
"Directed Study in Math","298
015","31","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Theory-Interst & Life Insur","001
303","7","2.786","14.3","14.3","28.6","28.6",".","14.3",".",".",".",".",".",".",".",".",".","."
"Intro to Math Statistics","310
001","12","2.864","16.7","8.3","25.0","16.7","25.0",".",".",".",".",".",".",".",".","8.3",".","."
"","319
001","36","3.139","38.9","11.1","27.8",".","13.9","8.3",".",".",".",".",".",".",".",".",".","."
"","319
002","30","2.750","20.0","16.7","20.0","13.3","16.7","10.0","3.3",".",".",".",".",".",".",".",".","."
"April 02, 2013","","","","","","","","","","","","","","","","","","Page 250 of 396",""
