"EDU","","","","","","","","","","","","","","","","","","","","","","","","",""
"REHAB PSYCH & SPECIAL EDU","Section","#","Ave","A","AB","B","BC","C","","D","","F","","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"194
RP & SE","","","","","","","","","","","","","","","","","","","","","","","","",""
"RP & SE
194","Dept. Total","592","3.903","80.4","10.8","3.7","0.3","",".","",".","",".","4.1","",".",".","",".","0.7","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","","D","","F","","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"194
RP & SE","","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","66","3.750","62.1","25.8","12.1",".","",".","",".","",".",".","",".",".","",".",".","",".",".",".","."
"Sophomore","","76","3.901","88.2","5.3","5.3","1.3","",".","",".","",".",".","",".",".","",".",".","",".",".",".","."
"Junior","","92","3.898","80.4","18.5","1.1",".","",".","",".","",".",".","",".",".","",".",".","",".",".",".","."
"Senior","","164","3.947","91.5","6.1","2.4",".","",".","",".","",".",".","",".",".","",".",".","",".",".",".","."
"Undergraduates","","398","3.901","83.4","12.1","4.3","0.3","",".","",".","",".",".","",".",".","",".",".","",".",".",".","."
"Special","","5","4.000","100.0",".",".",".","",".","",".","",".",".","",".",".","",".",".","",".",".",".","."
"Graduate","","189","3.907","73.5","8.5","2.6","0.5","",".","",".","",".","12.7","",".",".","",".","2.1","",".",".",".","."
"","Dept. Total","592","3.903","80.4","10.8","3.7","0.3","",".","",".","",".","4.1","",".",".","",".","0.7","",".",".",".","."
