"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","",""
"NUR","","","","","","","","","","","","","","","","","","","","","",""
"NUR","College Total","1500","3.768","64.1","22.3","7.4","1.6","0.2","0.1","",".","4.0","",".","0.1",".","",".","0.2",".",".","."
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","P","","I","NW","NR","Other"
"NUR","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"Freshmen","","29","3.936","89.7","6.9",".","3.4",".",".","",".",".","",".",".",".","",".",".",".",".","."
"Sophomore","","72","3.804","73.6","15.3","5.6","2.8",".",".","",".",".","",".",".",".","",".","2.8",".",".","."
"Junior","","204","3.696","58.3","28.9","9.8","2.0","0.5",".","",".","0.5","",".",".",".","",".",".",".",".","."
"Senior","","772","3.749","63.1","25.6","8.8","1.7","0.3","0.1","",".","0.3","",".","0.1",".","",".",".",".",".","."
"Undergraduates","","1077","3.745","63.6","25.1","8.5","1.9","0.3","0.1","",".","0.3","",".","0.1",".","",".","0.2",".",".","."
"Special","","23","3.746","60.9","13.0","17.4",".",".",".","",".","8.7","",".",".",".","",".",".",".",".","."
"Graduate","","393","3.859","65.9","15.8","3.8","0.8",".",".","",".","13.5","",".",".",".","",".","0.3",".",".","."
"Prof Yr 1","","3","4.000","100.0",".",".",".",".",".","",".",".","",".",".",".","",".",".",".",".","."
"Prof Yr 2","","2","",".",".",".",".",".",".","",".","100.0","",".",".",".","",".",".",".",".","."
"Prof Yr 3","","2","3.100","50.0",".",".","50.0",".",".","",".",".","",".",".",".","",".",".",".",".","."
"Professionals","","7","3.591","57.1",".",".","14.3",".",".","",".","28.6","",".",".",".","",".",".",".",".","."
"","College Total","1500","3.768","64.1","22.3","7.4","1.6","0.2","0.1","",".","4.0","",".","0.1",".","",".","0.2",".",".","."
