"Directed Study","699
020","1","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Smr: Portuguese Literature","772
001","4","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Thesis","990
032","2","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"PORTUG
782","Dept. Total","170","3.403","51.8","16.5","12.4","5.3","8.2","3.5","",".","1.8","0.6",".","",".","",".","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S","U","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"782
PORTUG","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","3","4.000","100.0",".",".",".",".",".","",".",".",".",".","",".","",".","",".",".",".","."
"Sophomore","","26","3.534","61.5","7.7","15.4","7.7","7.7",".","",".",".",".",".","",".","",".","",".",".",".","."
"Junior","","45","3.086","33.3","17.8","17.8","11.1","13.3","6.7","",".",".",".",".","",".","",".","",".",".",".","."
"Senior","","56","3.313","46.4","17.9","12.5","3.6","10.7","5.4","",".","3.6",".",".","",".","",".","",".",".",".","."
"Undergraduates","","130","3.296","46.2","15.4","14.6","6.9","10.8","4.6","",".","1.5",".",".","",".","",".","",".",".",".","."
"Special","","1","4.000","100.0",".",".",".",".",".","",".",".",".",".","",".","",".","",".",".",".","."
"Graduate","","37","3.832","70.3","18.9","5.4",".",".",".","",".","2.7","2.7",".","",".","",".","",".",".",".","."
"Prof Yr 2","","1","4.000","100.0",".",".",".",".",".","",".",".",".",".","",".","",".","",".",".",".","."
"Prof Yr 3","","1","3.500",".","100.0",".",".",".",".","",".",".",".",".","",".","",".","",".",".",".","."
"Professionals","","2","3.750","50.0","50.0",".",".",".",".","",".",".",".",".","",".","",".","",".",".",".","."
"","Dept. Total","170","3.403","51.8","16.5","12.4","5.3","8.2","3.5","",".","1.8","0.6",".","",".","",".","",".",".",".","."
