"Independ Stdy-Folklore Grad","699
010","2","***","","","","","","","","","",".",".","",".","",".",".",".","."
"Seminar in Ethnomusicology","915
001","1","***","","","","","","","","","",".",".","",".","",".",".",".","."
"Seminar in Folklore","970
001","5","***","","","","","","","","","",".",".","",".","",".",".",".","."
"FOLKLORE
380","Dept. Total","407","3.246","35.1","19.9","18.2","8.1","8.4","2.0","1.5","3.7","0.2",".","",".","",".","1.2","1.5","0.2","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"380
FOLKLORE","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","36","3.045","22.2","16.7","22.2","22.2","8.3","2.8",".",".",".",".","",".","",".","5.6",".",".","."
"Sophomore","","75","3.125","30.7","17.3","20.0","13.3","14.7","2.7",".",".",".",".","",".","",".",".","1.3",".","."
"Junior","","96","3.125","29.2","19.8","24.0","6.3","10.4","3.1","2.1","1.0","1.0",".","",".","",".",".","3.1",".","."
"Senior","","179","3.354","40.2","22.3","15.6","5.0","5.6","1.1","2.2","7.3",".",".","",".","",".",".","0.6",".","."
"Undergraduates","","386","3.218","33.9","20.2","19.2","8.5","8.8","2.1","1.6","3.6","0.3",".","",".","",".","0.5","1.3",".","."
"Special","","3","3.500",".","33.3",".",".",".",".",".","33.3",".",".","",".","",".",".",".","33.3","."
"Graduate","","18","3.929","66.7","11.1",".",".",".",".",".",".",".",".","",".","",".","16.7","5.6",".","."
"","Dept. Total","407","3.246","35.1","19.9","18.2","8.1","8.4","2.0","1.5","3.7","0.2",".","",".","",".","1.2","1.5","0.2","."
