"MATHEMATICS","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"600
MATH","","","","","","","","","","","","","","","","","","",""
"","319
003","35","2.629","8.6","11.4","20.0","28.6","25.7","5.7",".",".",".",".",".",".",".",".",".","."
"","319
004","35","3.143","25.7","17.1","31.4","22.9",".",".","2.9",".",".",".",".",".",".",".",".","."
"","319
005","32","2.891","15.6","15.6","34.4","6.3","25.0","3.1",".",".",".",".",".",".",".",".",".","."
"Tech-Ordinary Diff Equation","Course Total","168","2.917","22.0","14.3","26.8","14.3","16.1","5.4","1.2",".",".",".",".",".",".",".",".","."
"","320
001","38","2.711","23.7","23.7","18.4","2.6","10.5","10.5","10.5",".",".",".",".",".",".",".",".","."
"","002
320","43","2.310","9.3","14.0","14.0","18.6","16.3","18.6","7.0","2.3",".",".",".",".",".",".",".","."
"","320
003","46","2.728","21.7","19.6","15.2","13.0","15.2","8.7","6.5",".",".",".",".",".",".",".",".","."
"","320
004","41","2.963","34.1","12.2","17.1","14.6","12.2","4.9","4.9",".",".",".",".",".",".",".",".","."
"","005
320","42","2.893","26.2","7.1","31.0","9.5","16.7","9.5",".",".",".",".",".",".",".",".",".","."
"","320
006","41","2.900","22.0","22.0","26.8","7.3","7.3","4.9","7.3",".",".",".",".",".",".",".","2.4","."
"Linear Alg & Diff Equations","Course Total","251","2.749","22.7","16.3","20.3","11.2","13.1","9.6","6.0","0.4",".",".",".",".",".",".","0.4","."
"Appl Mathematical Analysis","001
321","37","1.865","10.8","5.4","13.5","10.8","16.2","24.3","18.9",".",".",".",".",".",".",".",".","."
"Appl Mathematical Analysis","322
001","23","2.196","13.0","4.3","17.4","8.7","30.4","17.4","8.7",".",".",".",".",".",".",".",".","."
"","340
001","35","2.886","20.0","11.4","31.4","11.4","20.0","5.7",".",".",".",".",".",".",".",".",".","."
"","002
340","39","3.013","28.2","12.8","28.2","15.4","7.7","5.1","2.6",".",".",".",".",".",".",".",".","."
"","340
003","32","2.813","34.4","3.1","25.0","9.4","15.6","3.1","9.4",".",".",".",".",".",".",".",".","."
"","004
340","33","2.939","21.2","21.2","21.2","21.2","6.1","6.1","3.0",".",".",".",".",".",".",".",".","."
"","005
340","35","2.868","17.1","22.9","22.9","14.3","5.7","14.3",".","2.9",".",".",".",".",".",".",".","."
"Elem Matrix&Linear Algebra","Course Total","174","2.908","24.1","14.4","25.9","14.4","10.9","6.9","2.9","0.6",".",".",".",".",".",".",".","."
"Linear Algebra","341
001","13","3.423","46.2","15.4","23.1","7.7","7.7",".",".",".",".",".",".",".",".",".",".","."
"Topics-Multi-Var Calc&Diff Eq","376
001","20","3.150","30.0","35.0",".","25.0","5.0",".","5.0",".",".",".",".",".",".",".",".","."
"Theory of Single Variable Calc","421
001","23","2.848","17.4","8.7","17.4","39.1","17.4",".",".",".",".",".",".",".",".",".",".","."
"Intro-Combinatrl Optimizatn","425
001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","431
001","32","3.047","21.9","21.9","31.3","6.3","12.5","6.3",".",".",".",".",".",".",".",".",".","."
"","002
431","37","2.500","24.3","8.1","13.5","16.2","13.5","16.2","8.1",".",".",".",".",".",".",".",".","."
"Intro-Theory of Probability","Course Total","69","2.754","23.2","14.5","21.7","11.6","13.0","11.6","4.3",".",".",".",".",".",".",".",".","."
"Introduction to Cryptography","435
001","15","2.900","26.7","20.0","20.0",".","26.7",".","6.7",".",".",".",".",".",".",".",".","."
"Intro to Modern Algebra","441
001","19","2.184","5.3","5.3","26.3","21.1","15.8","15.8","10.5",".",".",".",".",".",".",".",".","."
"Intro-Combinatorics","475
001","26","2.904","19.2","11.5","38.5","7.7","15.4","7.7",".",".",".",".",".",".",".",".",".","."
"","521
001","14","2.964","14.3","28.6","14.3","21.4","21.4",".",".",".",".",".",".",".",".",".",".","."
