"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"EGR","","","","","","","","","","","","","","","","","","",""
"EGR","College Total","10981","3.288","36.5","19.4","18.7","7.6","5.9","1.8","0.7","6.8","0.1","0.5",".","1.7","0.3","0.1","0.2","0.0"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"EGR","","Grades","GPA","","","","","","","","","","","","","","","",""
"Freshmen","","305","3.008","25.2","25.9","21.0","10.5","9.2","3.0","2.3",".",".","2.3",".",".",".","0.3","0.3","."
"Sophomore","","952","3.138","34.8","18.2","23.3","9.3","8.5","2.5","0.9","0.1",".","2.2",".",".",".","0.1",".","."
"Junior","","2198","3.103","32.6","20.2","23.0","10.5","8.6","3.4","1.2",".",".","0.3",".",".",".","0.2",".","."
"Senior","","4540","3.245","36.1","21.9","22.0","9.8","7.2","1.8","0.6","0.3",".","0.1",".","0.0","0.1","0.0","0.0","."
"Undergraduates","","7995","3.186","34.6","21.2","22.4","9.9","7.8","2.4","0.9","0.2",".","0.5",".","0.0","0.1","0.1","0.0","."
"Special","","111","3.215","26.1","18.0","17.1","5.4","3.6","0.9","2.7","11.7",".","1.8",".",".","9.0","0.9","2.7","."
"Graduate","","3032","3.701","40.5","13.7","8.1","1.0","0.5","0.1","0.0","23.7","0.2","4.9","0.0","6.0","0.5","0.0","0.6","0.0"
"Prof Yr 3","","1","3.500",".","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Professionals","","1","3.500",".","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","College Total","11139","3.288","36.1","19.1","18.5","7.5","5.8","1.7","0.7","6.7","0.1","1.7","0.0","1.6","0.3","0.1","0.2","0.0"
