"CHEMISTRY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"224
CHEM","","","","","","","","","","","","","","","","","","",""
"","344
017","17","3.265","23.5","29.4","29.4","11.8","5.9",".",".",".",".",".",".",".",".",".",".","."
"","344
018","17","3.294","17.6","41.2","23.5","17.6",".",".",".",".",".",".",".",".",".",".",".","."
"","344
019","12","3.250","25.0","25.0","25.0","25.0",".",".",".",".",".",".",".",".",".",".",".","."
"","344
020","15","3.300","20.0","40.0","26.7","6.7","6.7",".",".",".",".",".",".",".",".",".",".","."
"","344
021","17","3.353","23.5","35.3","29.4","11.8",".",".",".",".",".",".",".",".",".",".",".","."
"","344
022","17","3.294","23.5","23.5","41.2","11.8",".",".",".",".",".",".",".",".",".",".",".","."
"","344
023","18","3.250","27.8","22.2","27.8","16.7","5.6",".",".",".",".",".",".",".",".",".",".","."
"","024
344","18","3.306","22.2","38.9","22.2","11.1","5.6",".",".",".",".",".",".",".",".",".",".","."
"Intro Organic Chemistry Lab","Course Total","410","3.307","25.9","29.3","28.5","13.7","2.4","0.2",".",".",".",".",".",".",".",".",".","."
"","345
001","81","2.537","19.8","12.3","13.6","13.6","25.9","4.9","9.9",".",".",".",".",".",".",".",".","."
"","345
002","326","3.236","46.0","2.1","34.4","0.3","12.6","3.1","1.5",".",".",".",".",".",".",".",".","."
"","003
345","231","2.816","19.9","4.8","35.1","10.4","26.4","1.3","2.2",".",".",".",".",".",".",".",".","."
"","345
004","32","3.484","37.5","25.0","28.1","6.3",".",".",".",".",".",".",".",".",".",".","3.1","."
"Intmed Organic Chemistry","Course Total","670","3.018","33.4","5.4","31.8","5.7","18.4","2.5","2.7",".",".",".",".",".",".",".","0.1","."
"","346
001","7","3.500","28.6","42.9","28.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"","346
002","15","3.442","26.7","40.0","6.7","20.0","6.7",".",".",".",".",".",".",".",".",".",".","."
"Intmed Organic Chem Lab","Course Total","22","3.462","27.3","40.9","13.6","13.6","4.5",".",".",".",".",".",".",".",".",".",".","."
"Undergrad Rheology Seminar","425
001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Inorganic Chemistry","511
001","30","3.017","20.0","16.7","33.3","20.0","6.7",".","3.3",".",".",".",".",".",".",".",".","."
"Chemical Instrumentation","524
001","17","3.324","41.2","23.5","11.8","5.9","17.6",".",".",".",".",".",".",".",".",".",".","."
"Advanced Organic Chemistry","547
001","20","3.500","40.0","35.0","15.0","5.0","5.0",".",".",".",".",".",".",".",".",".",".","."
"Physical Chemistry","561
001","20","2.950","20.0","20.0","25.0","10.0","20.0","5.0",".",".",".",".",".",".",".",".",".","."
"Physical Chemistry","562
001","60","3.050","11.7","38.3","23.3","15.0","6.7","3.3","1.7",".",".",".",".",".",".",".",".","."
"","001
563","16","3.188","18.8","37.5","31.3",".","6.3","6.3",".",".",".",".",".",".",".",".",".","."
"","563
002","15","3.607","46.7","26.7","13.3","6.7",".",".",".",".",".",".",".",".",".","6.7",".","."
"","003
563","16","3.563","62.5","18.8","6.3","6.3",".","6.3",".",".",".",".",".",".",".",".",".","."
"","004
563","13","3.808","69.2","23.1","7.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","005
563","13","3.731","69.2","15.4","7.7","7.7",".",".",".",".",".",".",".",".",".",".",".","."
"","563
006","16","3.656","43.8","43.8","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","563
008","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Physical Chemistry Lab","Course Total","92","3.574","50.0","28.3","14.1","3.3","1.1","2.2",".",".",".",".",".",".",".","1.1",".","."
"","564
001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","564
003","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","564
006","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Physical Chemistry Lab","Course Total","5","***","","","","","","","","","","","","","","","",""
"Biophysical Chemistry","565
001","7","2.214","14.3","14.3","28.6",".",".","28.6","14.3",".",".",".",".",".",".",".",".","."
"","001
567","7","3.429","71.4",".","14.3",".",".","14.3",".",".",".",".",".",".",".",".",".","."
"","567
002","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","567
003","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Physical Chemistry Laboratory","Course Total","17","3.059","29.4","23.5","29.4",".","5.9","5.9","5.9",".",".",".",".",".",".",".",".","."
"Phys Meth-Struct Determintn","606
001","11","3.636","45.5","36.4","18.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"Laboratory Safety","607
001","83","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Microscopy of Life","619
001","6","3.750","83.3",".",".","16.7",".",".",".",".",".",".",".",".",".",".",".","."
"","630
001","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"April 02, 2013","","","","","","","","","","","","","","","","","","Page 173 of 396",""
