"","999
033","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"","999
061","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"","999
081","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"Independent Work","Course Total","6","4.000","83.3",".",".",".",".",".",".","16.7",".",".","",".",".",".",".",".","."
"PHILOS
736","Dept. Total","1985","3.229","29.6","26.2","21.7","8.1","6.8","2.2","1.4","3.0","0.1",".","",".","0.3","0.2","0.1","0.4","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"736
PHILOS","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","108","3.017","13.9","32.4","30.6","8.3","7.4","5.6","1.9",".",".",".","",".",".",".",".",".","."
"Sophomore","","385","3.141","26.0","25.5","23.6","12.2","8.1","2.6","1.8",".",".",".","",".",".",".",".","0.3","."
"Junior","","640","3.225","27.3","28.8","23.6","9.2","7.3","1.9","1.1","0.6",".",".","",".",".",".","0.2",".","."
"Senior","","710","3.257","31.7","26.9","21.3","6.1","6.8","2.1","1.7","3.0",".",".","",".",".","0.1",".","0.4","."
"Undergraduates","","1843","3.205","27.9","27.6","23.1","8.6","7.3","2.3","1.5","1.4",".",".","",".",".","0.1","0.1","0.2","."
"Special","","26","3.493","42.3","23.1","3.8","7.7",".","3.8",".","7.7",".",".","",".",".",".",".","11.5","."
"Graduate","","112","3.920","53.6","4.5","2.7",".",".",".",".","29.5","0.9",".","",".","5.4","2.7",".","0.9","."
"Prof Yr 2","","3","3.500","33.3","33.3","33.3",".",".",".",".",".",".",".","",".",".",".",".",".","."
"Prof Yr 3","","1","4.000","100.0",".",".",".",".",".",".",".",".",".","",".",".",".",".",".","."
"Professionals","","4","3.625","50.0","25.0","25.0",".",".",".",".",".",".",".","",".",".",".",".",".","."
"","Dept. Total","1985","3.229","29.6","26.2","21.7","8.1","6.8","2.2","1.4","3.0","0.1",".","",".","0.3","0.2","0.1","0.4","."
