"Independent Study","Course Total","5","***","","","","","","","","","","","","","","","",""
"","990
011","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","990
014","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Research and Thesis","Course Total","7","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"HEBR ST
440","Dept. Total","271","3.524","45.4","23.6","14.4","4.8","4.1","0.4","0.4","6.3",".",".",".",".",".","0.4","0.4","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"440
HEBR ST","","","","","","","","","","","","","","","","","","",""
"Freshmen","","17","3.689","58.8","17.6","23.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"Sophomore","","78","3.572","48.7","28.2","14.1","5.1","2.6",".",".",".",".",".",".",".",".","1.3",".","."
"Junior","","73","3.624","54.8","27.4","9.6","1.4","5.5",".",".","1.4",".",".",".",".",".",".",".","."
"Senior","","62","3.371","38.7","25.8","9.7","8.1","6.5","1.6","1.6","8.1",".",".",".",".",".",".",".","."
"Undergraduates","","230","3.550","48.7","26.5","12.2","4.3","4.3","0.4","0.4","2.6",".",".",".",".",".","0.4",".","."
"Special","","13","3.250","23.1","7.7","23.1","7.7",".",".",".","30.8",".",".",".",".",".",".","7.7","."
"Graduate","","28","3.302","28.6","7.1","28.6","7.1","3.6",".",".","25.0",".",".",".",".",".",".",".","."
"","Dept. Total","271","3.524","45.4","23.6","14.4","4.8","4.1","0.4","0.4","6.3",".",".",".",".",".","0.4","0.4","."
