"L&S","","","","","","","","","","","","","","","","","","",""
"BIOLOGY CORE CURRICULUM","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"206
BIOCORE","","","","","","","","","","","","","","","","","","",""
"Cellular Biology","303
001","144","3.399","40.3","18.8","29.2","4.2","7.6",".",".",".",".",".",".",".",".",".",".","."
"","304
001","22","3.682","54.5","31.8","9.1","4.5",".",".",".",".",".",".",".",".",".",".",".","."
"","304
002","25","3.620","48.0","28.0","24.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","304
003","22","3.705","59.1","22.7","18.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"","004
304","23","3.630","52.2","21.7","26.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","005
304","24","3.708","58.3","25.0","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","304
006","21","3.548","28.6","52.4","19.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Cellular Biology Laboratory","Course Total","137","3.650","50.4","29.9","19.0","0.7",".",".",".",".",".",".",".",".",".",".",".","."
"Biological Interactions","333
001","111","3.009","15.3","5.4","64.0",".","14.4",".","0.9",".",".",".",".",".",".",".",".","."
"BIOCORE
206","Dept. Total","392","3.340","36.7","18.9","35.5","1.8","6.9",".","0.3",".",".",".",".",".",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"206
BIOCORE","","","","","","","","","","","","","","","","","","",""
"Sophomore","","53","3.302","30.2","28.3","30.2","1.9","9.4",".",".",".",".",".",".",".",".",".",".","."
"Junior","","203","3.404","40.4","22.2","29.6","2.5","4.9",".","0.5",".",".",".",".",".",".",".",".","."
"Senior","","136","3.266","33.8","10.3","46.3","0.7","8.8",".",".",".",".",".",".",".",".",".",".","."
"Undergraduates","","392","3.340","36.7","18.9","35.5","1.8","6.9",".","0.3",".",".",".",".",".",".",".",".","."
"","Dept. Total","392","3.340","36.7","18.9","35.5","1.8","6.9",".","0.3",".",".",".",".",".",".",".",".","."
