"","990
032","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
034","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
035","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Research","Course Total","42","",".",".",".",".",".",".",".","61.9","2.4",".",".","35.7",".",".",".","."
"FOOD SCI
390","Dept. Total","1150","3.182","29.4","20.9","19.1","9.5","6.0","3.0","1.5","4.2","0.3","4.7",".","1.3","0.1",".","0.2","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"390
FOOD SCI","","","","","","","","","","","","","","","","","","",""
"Freshmen","","198","3.020","22.2","24.7","19.7","10.6","9.6","7.1","1.0",".",".","5.1",".",".",".",".",".","."
"Sophomore","","232","3.344","35.8","24.1","16.4","8.6","3.4","2.6","0.9",".",".","8.2",".",".",".",".",".","."
"Junior","","250","3.230","34.8","20.8","17.2","12.4","6.4","0.8","2.4","1.2","0.4","3.6",".",".",".",".",".","."
"Senior","","382","3.119","28.3","19.4","22.0","9.7","6.8","3.1","1.8","3.7","0.3","4.2",".",".","0.3",".","0.5","."
"Undergraduates","","1062","3.174","30.3","21.8","19.2","10.3","6.5","3.2","1.6","1.6","0.2","5.1",".",".","0.1",".","0.2","."
"Special","","9","3.389","22.2","22.2","33.3",".",".",".",".","22.2",".",".",".",".",".",".",".","."
"Graduate","","78","3.476","17.9","9.0","16.7",".",".",".",".","35.9","1.3",".",".","19.2",".",".",".","."
"Prof Yr 3","","1","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Professionals","","1","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","Dept. Total","1150","3.182","29.4","20.9","19.1","9.5","6.0","3.0","1.5","4.2","0.3","4.7",".","1.3","0.1",".","0.2","."
