"","990
023","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
026","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
031","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Individual Research","Course Total","21","",".",".",".",".",".",".",".","95.2",".",".",".","4.8",".",".",".","."
"FRENCH
400","Dept. Total","1072","3.420","39.6","30.0","14.8","5.0","2.9","1.0","1.2","4.9","0.1",".",".","0.1","0.1","0.1","0.2","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"400
FRENCH","","","","","","","","","","","","","","","","","","",""
"Freshmen","","141","3.229","29.1","31.2","22.7","9.2","0.7","2.8","3.5",".",".",".",".",".",".","0.7",".","."
"Sophomore","","255","3.425","31.8","38.4","20.4","5.5","2.0","1.2","0.4","0.4",".",".",".",".",".",".",".","."
"Junior","","232","3.396","41.8","30.6","15.5","4.7","3.4","0.4","2.2","1.3",".",".",".",".",".",".",".","."
"Senior","","279","3.380","41.2","27.2","11.8","5.4","6.1","1.1","0.7","6.1","0.4",".",".",".",".",".",".","."
"Undergraduates","","907","3.371","36.8","31.9","16.9","5.8","3.4","1.2","1.4","2.3","0.1",".",".",".",".","0.1",".","."
"Special","","30","3.694","56.7","23.3","6.7","3.3",".",".",".","3.3",".",".",".",".","3.3",".","3.3","."
"Graduate","","132","3.836","55.3","18.2","3.0",".",".",".",".","22.7",".",".",".","0.8",".",".",".","."
"Prof Yr 1","","1","",".",".",".",".",".",".",".",".",".",".",".",".",".",".","100.0","."
"Prof Yr 2","","2","3.500",".","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Professionals","","3","3.500",".","66.7",".",".",".",".",".",".",".",".",".",".",".",".","33.3","."
"","Dept. Total","1072","3.420","39.6","30.0","14.8","5.0","2.9","1.0","1.2","4.9","0.1",".",".","0.1","0.1","0.1","0.2","."
