"","990
032","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
034","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
038","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Research and Thesis","Course Total","34","",".",".",".",".",".",".",".","76.5",".",".",".","23.5",".",".",".","."
"COM ARTS
250","Dept. Total","3046","3.238","22.7","28.6","27.6","9.7","4.8","0.8","1.0","3.4",".","0.8",".","0.3","0.1","0.2","0.2","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"250
COM ARTS","","","","","","","","","","","","","","","","","","",""
"Freshmen","","307","3.175","16.6","36.2","30.9","8.1","4.9","0.7","2.3",".",".",".",".",".",".","0.3",".","."
"Sophomore","","618","3.207","17.6","36.7","28.2","10.8","4.5","0.5","1.5",".",".",".",".",".",".",".","0.2","."
"Junior","","865","3.200","20.1","30.4","28.9","11.2","6.0","1.0","0.7","0.3",".","0.8",".",".","0.1","0.3",".","."
"Senior","","1010","3.216","23.1","25.8","31.4","10.3","5.0","1.1","0.7","1.0",".","1.5",".",".",".","0.1",".","."
"Undergraduates","","2800","3.204","20.3","30.8","29.9","10.5","5.2","0.9","1.0","0.5",".","0.8",".",".","0.0","0.2","0.0","."
"Special","","20","3.419","35.0","15.0",".","5.0",".",".","5.0","10.0",".","5.0",".",".",".","5.0","20.0","."
"Graduate","","226","3.945","52.2","3.1","1.8",".",".",".",".","38.9",".",".",".","3.5","0.4",".",".","."
"","Dept. Total","3046","3.238","22.7","28.6","27.6","9.7","4.8","0.8","1.0","3.4",".","0.8",".","0.3","0.1","0.2","0.2","."
