"PSYCHOLOGY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"820
PSYCH","","","","","","","","","","","","","","","","","","",""
"Hum Sexuality-Soc,Psych Iss","160
001","191","3.140","27.7","19.9","26.2","4.2","11.0","2.6","2.1","6.3",".",".",".",".",".",".",".","."
"","202
001","167","2.768","20.4","13.2","16.2","15.0","28.1","5.4","1.2","0.6",".",".",".",".",".",".",".","."
"","002
202","333","3.174","30.6","25.2","14.1","14.7","10.2","4.2",".","0.9",".",".",".",".",".",".",".","."
"","003
202","321","2.566","15.6","11.5","16.5","15.6","26.5","10.9","2.8","0.3","0.3",".",".",".",".",".",".","."
"","004
202","194","2.808","22.2","14.4","13.9","19.6","22.2","5.2","2.1",".","0.5",".",".",".",".",".",".","."
"","005
202","289","2.719","16.3","18.3","13.8","13.8","27.7","8.3","0.7","0.3",".",".",".",".",".","0.7",".","."
"Introduction to Psychology","Course Total","1304","2.817","21.2","17.2","14.9","15.5","22.2","7.1","1.3","0.5","0.2",".",".",".",".","0.2",".","."
"","210
001","57","2.545","17.5","7.0","19.3","12.3","28.1","10.5","3.5","1.8",".",".",".",".",".",".",".","."
"","002
210","55","2.445","5.5","9.1","23.6","21.8","29.1","7.3","3.6",".",".",".",".",".",".",".",".","."
"","003
210","63","2.587","14.3","6.3","25.4","9.5","38.1","3.2","3.2",".",".",".",".",".",".",".",".","."
"","210
004","61","2.639","14.8","8.2","23.0","8.2","42.6","1.6","1.6",".",".",".",".",".",".",".",".","."
"","210
005","54","2.694","16.7","5.6","27.8","18.5","24.1","5.6","1.9",".",".",".",".",".",".",".",".","."
"Psychometric Methods","Course Total","290","2.583","13.8","7.2","23.8","13.8","32.8","5.5","2.8","0.3",".",".",".",".",".",".",".","."
"","211
001","21","3.762","52.4","47.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","211
002","14","3.143","21.4","21.4","21.4","35.7",".",".",".",".",".",".",".",".",".",".",".","."
"Freshman Seminar in","Course Total","35","3.514","40.0","37.1","8.6","14.3",".",".",".",".",".",".",".",".",".",".",".","."
"","001
225","48","2.427","4.2","4.2","29.2","18.8","35.4","6.3","2.1",".",".",".",".",".",".",".",".","."
"","002
225","45","2.533","13.3","11.1","22.2","11.1","26.7","13.3","2.2",".",".",".",".",".",".",".",".","."
"","003
225","47","2.660","19.1","8.5","21.3","12.8","29.8","4.3","4.3",".",".",".",".",".",".",".",".","."
"","225
004","40","2.438","5.0","5.0","22.5","22.5","37.5","7.5",".",".",".",".",".",".",".",".",".","."
"Experimental Psychology","Course Total","180","2.517","10.6","7.2","23.9","16.1","32.2","7.8","2.2",".",".",".",".",".",".",".",".","."
"Honors-Psychometric Methods","001
280","22","3.705","77.3","13.6","4.5",".",".",".","4.5",".",".",".",".",".",".",".",".","."
"","281
001","24","3.500","29.2","45.8","20.8","4.2",".",".",".",".",".",".",".",".",".",".",".","."
"","281
002","25","3.700","64.0","20.0","8.0","8.0",".",".",".",".",".",".",".",".",".",".",".","."
"Honors Crse-Intro to Psych","Course Total","49","3.602","46.9","32.7","14.3","6.1",".",".",".",".",".",".",".",".",".",".",".","."
"Introduction-Human Factors","349
001","6","2.583",".","33.3","33.3","16.7",".",".","16.7",".",".",".",".",".",".",".",".","."
"","386
001","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","386
002","17","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Topics in Psych for Honors","Course Total","27","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","411
003","15","3.867","80.0","13.3","6.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","015
411","27","3.426","25.9","37.0","33.3","3.7",".",".",".",".",".",".",".",".",".",".",".","."
"","411
048","26","3.615","53.8","15.4","30.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","050
411","22","3.205","27.3","18.2","27.3","22.7","4.5",".",".",".",".",".",".",".",".",".",".","."
"","055
411","45","3.400","44.4","22.2","15.6","8.9","6.7","2.2",".",".",".",".",".",".",".",".",".","."
"","411
058","19","3.684","52.6","31.6","15.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","411
059","25","3.979","92.0","4.0",".",".",".",".",".",".",".",".",".",".","4.0",".",".","."
"","411
062","19","3.842","73.7","21.1","5.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","411
065","23","3.696","56.5","30.4","8.7","4.3",".",".",".",".",".",".",".",".",".",".",".","."
"","411
067","12","3.542","66.7","25.0",".",".",".",".","8.3",".",".",".",".",".",".",".",".","."
"","068
411","18","3.778","72.2","22.2",".",".","5.6",".",".",".",".",".",".",".",".",".",".","."
"Current Topics - Psychology","Course Total","251","3.608","55.8","21.9","14.7","4.4","2.0","0.4","0.4",".",".",".",".",".","0.4",".",".","."
"Cognitive Psychology","414
001","183","2.637","4.9","4.9","42.6","22.4","18.0","5.5","1.1","0.5",".",".",".",".",".",".",".","."
"Animal Behavior-Primates","450
001","369","3.265","24.7","23.8","34.4","10.6","3.5","0.5","0.3","2.2",".",".",".",".",".",".",".","."
"Honors Smr-Cognitive Psych","481
001","14","3.895","85.7","14.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"April 02, 2013","","","","","","","","","","","","","","","","","","Page 281 of 396",""
