"","990
113","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
116","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
123","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
152","7","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Reading and Research","Course Total","36","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"MATH
600","Dept. Total","4925","2.832","26.1","12.9","21.5","11.0","15.7","6.4","4.5","1.0",".","0.6",".",".","0.0","0.2","0.1","0.0"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"600
MATH","","","","","","","","","","","","","","","","","","",""
"Freshmen","","1482","2.760","21.3","13.2","24.1","12.2","16.3","6.4","5.3","0.1",".","1.1",".",".",".","0.1",".","."
"Sophomore","","1588","2.855","24.0","14.4","22.3","11.9","17.3","5.4","3.6","0.1",".","0.9",".",".",".",".","0.1","0.1"
"Junior","","863","2.725","23.8","12.2","21.0","11.5","17.4","8.6","5.1","0.1",".","0.1",".",".",".","0.2","0.1","."
"Senior","","590","2.635","21.0","11.4","22.4","11.2","16.4","10.0","6.6","0.7",".",".",".",".",".","0.3",".","."
"Undergraduates","","4523","2.774","22.7","13.2","22.6","11.8","16.9","6.9","4.8","0.2",".","0.7",".",".",".","0.1","0.0","0.0"
"Special","","35","2.781","22.9","5.7","22.9","11.4","17.1","5.7","2.9","11.4",".",".",".",".",".",".",".","."
"Graduate","","367","3.810","68.7","10.4","7.4","0.8","0.8",".","0.3","10.4",".",".",".",".","0.3","0.5","0.3","0.3"
"","Dept. Total","4925","2.832","26.1","12.9","21.5","11.0","15.7","6.4","4.5","1.0",".","0.6",".",".","0.0","0.2","0.1","0.0"
