"CHEMISTRY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"224
CHEM","","","","","","","","","","","","","","","","","","",""
"","103
001","142","2.926","24.6","14.8","24.6","11.3","17.6","4.9","2.1",".",".",".",".",".",".",".",".","."
"","002
103","191","2.872","15.2","13.6","42.9","2.6","18.8","5.8","1.0",".",".",".",".",".",".",".",".","."
"General Chemistry","Course Total","333","2.895","19.2","14.1","35.1","6.3","18.3","5.4","1.5",".",".",".",".",".",".",".",".","."
"","104
001","239","2.866","18.8","10.5","30.5","14.6","21.3","3.8","0.4",".",".",".",".",".",".",".",".","."
"","104
002","320","2.868","25.0","7.2","31.3","9.7","17.2","7.5","1.6",".",".",".",".",".","0.6",".",".","."
"","104
003","290","2.674","17.6","0.7","39.7","0.3","34.5","5.9","1.4",".",".",".",".",".",".",".",".","."
"","104
004","348","3.043","26.4","11.2","35.9","4.9","18.4","2.6","0.6",".",".",".",".",".",".",".",".","."
"General Chemistry","Course Total","1197","2.872","22.4","7.4","34.5","7.0","22.6","4.9","1.0",".",".",".",".",".","0.2",".",".","."
"General Chemistry","108
001","141","2.925","24.8","10.6","35.5","5.7","14.2","5.0","3.5",".",".",".",".",".",".",".","0.7","."
"Chemical Principles II","116
001","31","3.548","71.0","6.5","12.9",".","3.2","3.2","3.2",".",".",".",".",".",".",".",".","."
"Environmental Chem & Ethnicity","201
001","20","3.816","80.0","5.0","5.0",".","5.0",".",".","5.0",".",".",".",".",".",".",".","."
"","299
012","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
028","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
030","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
050","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
052","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
054","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","Course Total","8","3.625","75.0",".",".","12.5",".",".",".",".",".",".",".",".",".",".","12.5","."
"Chem Across the Periodic Table","001
311","59","2.771","10.2","27.1","13.6","18.6","27.1",".","3.4",".",".",".",".",".",".",".",".","."
"","327
001","50","2.910","26.0","8.0","30.0","10.0","22.0",".","4.0",".",".",".",".",".",".",".",".","."
"","327
002","59","3.000","30.5","8.5","25.4","15.3","15.3","3.4","1.7",".",".",".",".",".",".",".",".","."
"Fundamentals of Analytical Sci","Course Total","109","2.959","28.4","8.3","27.5","12.8","18.3","1.8","2.8",".",".",".",".",".",".",".",".","."
"","329
001","59","3.161","33.9","16.9","28.8","8.5","5.1","3.4","3.4",".",".",".",".",".",".",".",".","."
"","329
002","70","3.307","50.0","10.0","15.7","8.6","12.9","1.4","1.4",".",".",".",".",".",".",".",".","."
"Fundamentals of Analytical Sci","Course Total","129","3.240","42.6","13.2","21.7","8.5","9.3","2.3","2.3",".",".",".",".",".",".",".",".","."
"","343
001","227","2.681","22.5","3.5","33.9","5.7","22.9","4.0","7.5",".",".",".",".",".",".",".",".","."
"","002
343","225","2.473","16.9","5.3","29.3","4.0","25.3","12.4","6.7",".",".",".",".",".",".",".",".","."
"Intro Organic Chemistry","Course Total","452","2.577","19.7","4.4","31.6","4.9","24.1","8.2","7.1",".",".",".",".",".",".",".",".","."
"","344
001","18","3.306","27.8","16.7","44.4","11.1",".",".",".",".",".",".",".",".",".",".",".","."
"","002
344","18","3.278","33.3","11.1","33.3","22.2",".",".",".",".",".",".",".",".",".",".",".","."
"","344
003","16","3.281","18.8","37.5","25.0","18.8",".",".",".",".",".",".",".",".",".",".",".","."
"","344
004","17","3.324","29.4","35.3","11.8","17.6","5.9",".",".",".",".",".",".",".",".",".",".","."
"","344
005","12","3.792","66.7","25.0","8.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","006
344","18","3.306","22.2","38.9","22.2","11.1","5.6",".",".",".",".",".",".",".",".",".",".","."
"","007
344","18","3.389","22.2","38.9","33.3","5.6",".",".",".",".",".",".",".",".",".",".",".","."
"","008
344","18","3.306","33.3","16.7","33.3","11.1","5.6",".",".",".",".",".",".",".",".",".",".","."
"","009
344","18","3.361","22.2","33.3","38.9","5.6",".",".",".",".",".",".",".",".",".",".",".","."
"","010
344","18","3.250","22.2","27.8","33.3","11.1","5.6",".",".",".",".",".",".",".",".",".",".","."
"","344
011","17","3.324","23.5","35.3","23.5","17.6",".",".",".",".",".",".",".",".",".",".",".","."
"","344
012","18","3.306","27.8","27.8","27.8","11.1","5.6",".",".",".",".",".",".",".",".",".",".","."
"","344
013","18","3.306","16.7","44.4","22.2","16.7",".",".",".",".",".",".",".",".",".",".",".","."
"","344
014","18","3.250","27.8","16.7","33.3","22.2",".",".",".",".",".",".",".",".",".",".",".","."
"","344
015","18","3.333","27.8","22.2","38.9","11.1",".",".",".",".",".",".",".",".",".",".",".","."
"","016
344","19","3.105","26.3","21.1","21.1","21.1","5.3","5.3",".",".",".",".",".",".",".",".",".","."
