"","996
015","4","***","","","","","","","","","",".",".",".",".","",".",".","."
"","996
025","1","***","","","","","","","","","",".",".",".",".","",".",".","."
"","996
041","5","***","","","","","","","","","",".",".",".",".","",".",".","."
"Research-Plant Physiology","Course Total","12","",".",".",".",".",".",".",".","91.7",".",".",".","8.3","",".",".",".","."
"BOTANY
208","Dept. Total","792","3.104","34.5","12.1","22.1","6.7","13.0","3.0","0.8","7.2",".",".",".","0.1","",".","0.1","0.4","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"208
BOTANY","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","60","2.890","20.0","21.7","26.7","8.3","15.0","8.3",".",".",".",".",".",".","",".",".",".","."
"Sophomore","","185","3.105","31.4","16.8","27.6","4.9","17.8","1.6",".",".",".",".",".",".","",".",".",".","."
"Junior","","194","3.034","33.0","11.3","24.2","10.8","14.9","3.6","1.5","0.5",".",".",".",".","",".",".",".","."
"Senior","","215","3.052","36.7","8.8","25.1","8.4","14.0","4.2","1.4","0.9",".",".",".",".","",".","0.5",".","."
"Undergraduates","","654","3.049","32.6","13.0","25.7","8.1","15.4","3.7","0.9","0.5",".",".",".",".","",".","0.2",".","."
"Special","","10","3.726","70.0","20.0",".",".","10.0",".",".",".",".",".",".",".","",".",".",".","."
"Graduate","","128","3.798","41.4","7.0","5.5",".","0.8",".",".","42.2",".",".",".","0.8","",".",".","2.3","."
"","Dept. Total","792","3.104","34.5","12.1","22.1","6.7","13.0","3.0","0.8","7.2",".",".",".","0.1","",".","0.1","0.4","."
