"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","",""
"VET","","","","","","","","","","","","","","","","","","","",""
"VET","College Total","3420","3.335","26.8","10.2","15.9","3.7","3.5","0.1","0.1","39.4","",".",".",".","0.2","0.1",".","0.0","."
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","I","NW","NR","Other"
"VET","","Grades","GPA","","","","","","","","","","","","","","","","",""
"Freshmen","","1","4.000","100.0",".",".",".",".",".",".",".","",".",".",".",".",".",".",".","."
"Sophomore","","2","3.500",".","100.0",".",".",".",".",".",".","",".",".",".",".",".",".",".","."
"Junior","","11","3.962","90.9","9.1",".",".",".",".",".",".","",".",".",".",".",".",".",".","."
"Senior","","32","2.983","34.4","9.4","34.4","6.3","6.3",".","9.4",".","",".",".",".",".",".",".",".","."
"Undergraduates","","46","3.227","47.8","13.0","23.9","4.3","4.3",".","6.5",".","",".",".",".",".",".",".",".","."
"Special","","18","3.100","22.2","5.6","5.6","5.6","11.1",".",".","50.0","",".",".",".",".",".",".",".","."
"Graduate","","97","3.599","24.7","5.2","10.3",".",".",".",".","51.5","",".",".",".","7.2","1.0",".",".","."
"Prof Yr 1","","738","3.214","15.6","17.6","23.6","5.8","4.9","0.1",".","32.1","",".",".",".",".","0.1",".","0.1","."
"Prof Yr 2","","829","3.361","23.4","13.0","22.3","5.5","3.4","0.1",".","32.1","",".",".",".",".","0.1",".",".","."
"Prof Yr 3","","895","3.095","22.3","10.6","17.9","3.8","5.8","0.1",".","39.4","",".",".",".",".",".",".",".","."
"Prof Yr 4","","798","3.984","45.0","0.4","0.3",".",".",".",".","54.4","",".",".",".",".",".",".",".","."
"Professionals","","3260","3.334","26.6","10.3","16.0","3.8","3.6","0.1",".","39.6","",".",".",".",".","0.1",".","0.0","."
"","College Total","3421","3.335","26.8","10.2","15.9","3.7","3.5","0.1","0.1","39.4","",".",".",".","0.2","0.1",".","0.0","."
