"","699
009","1","***","","","","","","","","","","","",".",".","",".","",".",".",".","."
"","699
016","1","***","","","","","","","","","","","",".",".","",".","",".",".",".","."
"","699
17","3","***","","","","","","","","","","","",".",".","",".","",".",".",".","."
"Directed Study","Course Total","6","3.875","83.3","16.7",".",".",".",".","",".",".","",".",".","",".","",".",".",".",".","."
"COMP BIO
934","Dept. Total","575","3.194","19.5","24.3","36.9","9.6","9.0","0.3","",".","0.2","",".",".","",".","",".","0.2",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"934
COMP BIO","","","","","","","","","","","","","","","","","","","","","","",""
"Junior","","2","4.000","100.0",".",".",".",".",".","",".",".","",".",".","",".","",".",".",".",".","."
"Senior","","4","3.818","75.0","25.0",".",".",".",".","",".",".","",".",".","",".","",".",".",".",".","."
"Undergraduates","","6","3.875","83.3","16.7",".",".",".",".","",".",".","",".",".","",".","",".",".",".",".","."
"Special","","1","",".",".",".",".",".",".","",".","100.0","",".",".","",".","",".",".",".",".","."
"Graduate","","1","3.500",".","100.0",".",".",".",".","",".",".","",".",".","",".","",".",".",".",".","."
"Prof Yr 1","","409","3.186","19.1","24.7","36.9","10.3","8.8","0.2","",".",".","",".",".","",".","",".",".",".",".","."
"Prof Yr 2","","158","3.186","18.4","23.4","38.6","8.2","10.1","0.6","",".",".","",".",".","",".","",".","0.6",".",".","."
"Professionals","","567","3.186","18.9","24.3","37.4","9.7","9.2","0.4","",".",".","",".",".","",".","",".","0.2",".",".","."
"","Dept. Total","575","3.194","19.5","24.3","36.9","9.6","9.0","0.3","",".","0.2","",".",".","",".","",".","0.2",".",".","."
