"SOCIAL WORK","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"896
SOC WORK","","","","","","","","","","","","","","","","","","","",""
"699","037","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","045","","8","3.625","50.0","25.0","25.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Directed Study","Course Total","","12","3.400","58.3","16.7","16.7",".","8.3",".",".",".",".",".",".",".",".",".",".","."
"742
Assess&Treat Chld&Adolescnt","001","","24","3.854","79.2","16.7",".","4.2",".",".",".",".",".",".",".",".",".",".",".","."
"800","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"800","003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"800","008","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Field Prac/Integrat Smr III","Course Total","","3","***","","","","","","","","","","","","","","","",""
"801","001","","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"801","002","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"801","003","","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"801","004","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"801","005","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"801","006","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"801","008","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"801","009","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"801","010","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"801","011","","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"801","012","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"801","013","","18","3.917","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"801","014","","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"801","015","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Field Pract/Integrat Smr IV","Course Total","","91","3.973","94.5","5.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"821
Aging & Mental Hlth-Illness","001","","18","3.806","83.3",".","11.1","5.6",".",".",".",".",".",".",".",".",".",".",".","."
"825
Grief, Death, Loss and Life","001","","24","3.958","91.7","8.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"860
Recent Developmnts-Soc Work","001","","9","3.778","66.7","22.2","11.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"863
Recent Developmnts-Soc Work","001","","23","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"867
Recent Developmnts-Soc Work","001","","9","3.944","88.9","11.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"881
Capstone Smr in Prevention Sci","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"923
Family Violence","001","","16","3.875","75.0","25.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"936
Adm Public Social Services","001","","16","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"940
Ethicl Behav-Soc Work Pract","001","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"942
Philos-Sci & Thry-Appl Rsch","001","","8","3.625","37.5","50.0","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"944
Social Welfare Policy","001","","11","3.727","54.5","36.4","9.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"945
Evaluation Research","001","","10","3.700","50.0","40.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"990","003","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","018","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","028","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","029","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","032","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","038","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","048","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","049","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","051","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"April 02, 2013","","","","","","","","","","","","","","","","","","","Page 294 of 396",""
