"","990
068","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
070","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
071","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Research","Course Total","60","",".",".",".",".",".",".",".","88.3",".",".",".","8.3","3.3",".",".","."
"ZOOLOGY
970","Dept. Total","3478","3.016","30.0","13.6","27.7","6.8","13.6","4.6","1.4","1.9",".","0.1",".","0.1","0.1","0.0","0.1","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"970
ZOOLOGY","","","","","","","","","","","","","","","","","","",""
"Freshmen","","566","2.767","20.7","16.4","27.2","8.7","17.1","8.3","1.6",".",".",".",".",".",".",".",".","."
"Sophomore","","925","2.989","25.0","16.4","32.8","7.9","13.4","3.6","1.0",".",".",".",".",".",".",".",".","."
"Junior","","836","3.054","29.5","13.2","29.9","6.5","15.1","4.4","1.3",".",".",".",".",".",".",".","0.1","."
"Senior","","950","3.067","36.0","11.5","25.9","6.0","13.1","4.4","2.2","0.6",".","0.2",".",".",".",".","0.1","."
"Undergraduates","","3277","2.996","28.6","14.2","29.1","7.1","14.4","4.9","1.5","0.2",".","0.1",".",".",".",".","0.1","."
"Special","","44","3.536","65.9","9.1","9.1","2.3","6.8",".",".","6.8",".",".",".",".",".",".",".","."
"Graduate","","157","3.754","48.4","3.8","4.5","1.3",".","0.6",".","36.3",".",".",".","3.2","1.3","0.6",".","."
"","Dept. Total","3478","3.016","30.0","13.6","27.7","6.8","13.6","4.6","1.4","1.9",".","0.1",".","0.1","0.1","0.0","0.1","."
