"","999
092","2","***","","","","","","","","","","","",".",".",".",".",".",".","."
"","999
095","7","4.000","100.0",".",".",".",".",".","",".",".",".","",".",".",".",".",".",".","."
"","999
098","1","***","","","","","","","","","","","",".",".",".",".",".",".","."
"Independent Reading","Course Total","32","3.977","75.0","3.1",".",".",".","",".",".","12.5","",".",".",".","3.1","6.3",".",".","."
"CURRIC
272","Dept. Total","2791","3.905","67.6","5.0","1.9","0.6","0.3","",".","0.2","3.2","",".","20.1","0.0","0.6","0.5",".",".","0.0"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"272
CURRIC","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","15","4.000","100.0",".",".",".",".","",".",".",".","",".",".",".",".",".",".",".","."
"Sophomore","","60","3.736","66.7","28.3","3.3",".",".","",".","1.7",".","",".",".",".",".",".",".",".","."
"Junior","","470","3.850","64.9","6.6","4.7","0.9","0.2","",".","0.4",".","",".","22.3",".",".",".",".",".","."
"Senior","","1520","3.906","64.0","4.5","1.8","0.6","0.4","",".","0.2",".","",".","28.4","0.1",".",".",".",".","."
"Undergraduates","","2065","3.887","64.6","5.6","2.5","0.6","0.3","",".","0.3",".","",".","26.0","0.0",".",".",".",".","."
"Special","","245","3.963","84.9","4.1",".",".",".","",".",".","0.4","",".","9.4",".",".","0.8",".",".","0.4"
"Graduate","","481","3.962","71.9","2.7","0.4","0.6",".","",".",".","18.5","",".",".",".","3.3","2.5",".",".","."
"","Dept. Total","2791","3.905","67.6","5.0","1.9","0.6","0.3","",".","0.2","3.2","",".","20.1","0.0","0.6","0.5",".",".","0.0"
