"","990
025","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
029","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
030","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Research and Thesis","Course Total","9","",".",".",".",".",".",".",".","88.9",".",".",".","11.1",".",".",".","."
"M S & E
636","Dept. Total","473","3.460","41.6","19.9","16.3","4.4","3.0","0.4","0.6","10.1",".",".",".","2.3","1.3",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"636
M S & E","","","","","","","","","","","","","","","","","","",""
"Freshmen","","26","3.045","26.9","19.2","30.8","7.7","11.5",".","3.8",".",".",".",".",".",".",".",".","."
"Sophomore","","57","3.266","35.1","17.5","35.1","8.8","3.5",".",".",".",".",".",".",".",".",".",".","."
"Junior","","108","3.318","38.9","22.2","24.1","7.4","5.6","0.9","0.9",".",".",".",".",".",".",".",".","."
"Senior","","139","3.584","48.9","33.1","11.5","2.9","1.4","0.7","0.7",".",".",".",".",".","0.7",".",".","."
"Undergraduates","","330","3.407","41.5","25.8","21.2","5.8","3.9","0.6","0.9",".",".",".",".",".","0.3",".",".","."
"Special","","6","3.571","50.0",".","33.3",".",".",".",".","16.7",".",".",".",".",".",".",".","."
"Graduate","","137","3.738","41.6","6.6","3.6","1.5","0.7",".",".","34.3",".",".",".","8.0","3.6",".",".","."
"","Dept. Total","473","3.460","41.6","19.9","16.3","4.4","3.0","0.4","0.6","10.1",".",".",".","2.3","1.3",".",".","."
